Site_ID,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10
1,0.105248,0.211659,0.059344,0.294443,0.280717,0.098267,0.087332,0.352716,0.066271,0.050178
2,0.161008,0.238973,0.084889,0.411892,0.337648,0.090861,0.151834,0.394218,0.091047,0.075860
3,0.120563,0.207675,0.129862,0.273809,0.537758,0.071310,0.109341,0.373469,0.101756,0.059630
4,0.092246,0.176193,0.171035,0.398961,0.287080,0.106097,0.150722,0.363591,0.125233,0.080303
5,0.085885,0.163599,0.104252,0.340778,0.404138,0.121005,0.307906,0.452788,0.066336,0.032038
6,0.171681,0.196184,0.131735,0.320941,0.303468,0.124795,0.177723,0.893914,0.162778,0.063966
7,0.146212,0.176503,0.121777,0.305458,0.237522,0.145737,0.180788,0.334429,0.128287,0.065844
8,0.145838,0.106058,0.122157,0.355267,0.241985,0.132355,0.237315,0.166083,0.242487,0.070788
9,0.117258,0.238842,0.110655,0.397453,0.389397,0.089994,0.101897,0.314793,0.138274,0.094265
10,0.172844,0.219665,0.160794,0.445990,0.229967,0.130885,0.207000,0.239485,0.164265,0.093277
11,0.094008,0.104609,0.267744,0.353418,0.121594,0.071695,0.445659,0.278944,0.209368,0.141485
12,0.101214,0.208922,0.268865,0.314986,0.174615,0.111068,0.441926,0.344508,0.165527,0.147191
13,0.163282,0.164914,0.180422,0.308753,0.111582,0.081082,0.429103,0.312481,0.239852,0.172421
14,0.203806,0.113577,0.148756,0.150552,0.229164,0.145737,0.397376,0.255474,0.260703,0.135509
15,0.097642,0.106112,0.118718,0.287160,0.191285,0.219999,0.290746,0.365914,0.244698,0.105165
16,0.154329,0.164996,0.109441,0.274838,0.175438,0.323677,0.144308,0.234437,0.411581,0.062632
17,0.203546,0.234886,0.132525,0.234667,0.167411,0.211152,0.229204,0.213434,0.232822,0.093715
18,0.118725,0.151137,0.204250,0.186749,0.119975,0.133399,0.216712,0.266571,0.237734,0.101472
19,0.238176,0.148164,0.218884,0.165567,0.082805,0.130776,0.154267,0.195015,0.206824,0.051483
20,0.501893,0.135053,0.155872,0.201614,0.198123,0.176425,0.119168,0.192497,0.173523,0.097607
21,0.241881,0.149990,0.403373,0.196161,0.170417,0.231289,0.145107,0.143569,0.087690,0.075427
22,0.200848,0.188183,0.204751,0.176277,0.203435,0.238147,0.390256,0.198496,0.134589,0.107773
23,0.279164,0.132784,0.242458,0.122624,0.174790,0.134523,0.358457,0.185490,0.116755,0.087299
24,0.232341,0.137756,0.196353,0.123037,0.171768,0.097212,0.173974,0.412283,0.109598,0.096873
25,0.464842,0.096656,0.236789,0.100937,0.146086,0.121567,0.227741,0.435711,0.103143,0.108751
26,0.158946,0.134037,0.243959,0.121155,0.231947,0.214452,0.156345,0.325607,0.097876,0.127422
27,0.207853,0.112780,0.152431,0.138671,0.121927,0.148579,0.145071,0.207909,0.129086,0.071573
28,0.237263,0.104556,0.127620,0.088845,0.220323,0.147828,0.127890,0.271874,0.130951,0.026443
29,0.226949,0.290151,0.262408,0.121049,0.142359,0.110671,0.119322,0.212435,0.086919,0.063231
30,0.128981,0.208501,0.182773,0.096190,0.193039,0.160187,0.218494,0.208406,0.095466,0.044832
31,0.255980,0.137835,0.236790,0.106294,0.280092,0.062578,0.080461,0.411113,0.210838,0.069698
32,0.163587,0.203959,0.245557,0.138850,0.141534,0.146805,0.116181,0.283237,0.206116,0.081341
33,0.180934,0.196662,0.140507,0.107318,0.134800,0.062501,0.114392,0.256288,0.240120,0.063018
34,0.188113,0.278056,0.347422,0.222307,0.187802,0.066356,0.342593,0.276314,0.185051,0.069598
35,0.167267,0.258677,0.301082,0.130073,0.107961,0.114825,0.267134,0.321130,0.206859,0.089462
36,0.117546,0.156364,0.290414,0.112982,0.050870,0.106465,0.176599,0.264131,0.152814,0.099071
37,0.127960,0.133430,0.225073,0.153004,0.073753,0.128745,0.229232,0.291297,0.140794,0.036954
38,0.155044,0.130966,0.267801,0.110008,0.096235,0.141929,0.348484,0.316844,0.148935,0.053533
39,0.199122,0.148116,0.277272,0.143631,0.093245,0.132052,0.106525,0.243158,0.167948,0.093269
40,0.151268,0.235787,0.443451,0.164656,0.120760,0.153351,0.268719,0.239897,0.123147,0.106800
41,0.168425,0.084586,0.346432,0.102758,0.097950,0.185358,0.317185,0.182320,0.121570,0.048148
42,0.133331,0.149129,0.525566,0.259725,0.250603,0.116655,0.279228,0.157148,0.133340,0.069173
43,0.091735,0.169928,0.327443,0.101754,0.121227,0.184294,0.194767,0.186218,0.199461,0.225743
44,0.130436,0.124074,0.483278,0.161340,0.150422,0.303859,0.266653,0.268252,0.176859,0.088174
45,0.196666,0.110270,0.193625,0.133753,0.165740,0.209619,0.143747,0.271876,0.149105,0.086624
46,0.156590,0.120471,0.242419,0.185939,0.131767,0.217565,0.113724,0.432696,0.234440,0.112224
47,0.121445,0.067298,0.191289,0.246065,0.173381,0.280173,0.107196,0.315601,0.209569,0.132476
48,0.153668,0.093772,0.491627,0.317950,0.141666,0.158185,0.064281,0.276407,0.239490,0.051028
49,0.143338,0.074719,0.232649,0.251482,0.105103,0.088581,0.060732,0.357186,0.167273,0.051772
50,0.143098,0.150007,0.284704,0.220424,0.133701,0.155878,0.081552,0.442222,0.181024,0.089742
51,0.147876,0.079409,0.303845,0.363327,0.114007,0.085862,0.095470,0.385569,0.144386,0.068954
52,0.128055,0.121217,0.395087,0.176387,0.150571,0.113040,0.068931,0.319315,0.232247,0.112528
53,0.149726,0.108004,0.419549,0.223821,0.087125,0.176734,0.090711,0.521762,0.288273,0.127795
54,0.135306,0.132162,0.768608,0.129158,0.079071,0.230687,0.156991,0.180807,0.233979,0.091090
55,0.239280,0.132735,0.512251,0.126525,0.180267,0.132671,0.202197,0.140462,0.178885,0.077362
56,0.326065,0.183392,0.347642,0.071561,0.164965,0.264517,0.123453,0.164245,0.291351,0.081537
57,0.130555,0.193427,0.535763,0.145200,0.213506,0.185207,0.157321,0.223674,0.479969,0.081662
58,0.165151,0.096077,0.372867,0.113850,0.279122,0.211706,0.081998,0.342420,0.244078,0.054212
59,0.166531,0.228161,0.453709,0.110447,0.221956,0.070313,0.171326,0.335847,0.328059,0.088681
60,0.156414,0.198427,0.275724,0.135356,0.202485,0.160654,0.204170,0.343774,0.309795,0.098791
61,0.294362,0.314741,0.231691,0.076844,0.184579,0.106105,0.152228,0.375178,0.177781,0.053550
62,0.182873,0.241775,0.299627,0.164535,0.116570,0.112455,0.107068,0.384751,0.217034,0.058227
63,0.277770,0.188009,0.438268,0.157937,0.151074,0.129617,0.095944,0.399097,0.181424,0.065757
64,0.206333,0.101518,0.292384,0.151668,0.216341,0.148039,0.141728,0.388005,0.207125,0.082815
65,0.209702,0.106112,0.410172,0.257532,0.171251,0.114800,0.081043,0.460779,0.181432,0.060796
66,0.168190,0.178350,0.221890,0.139143,0.219906,0.194073,0.130751,0.286238,0.204475,0.151983
67,0.268947,0.303617,0.382871,0.070660,0.270125,0.247442,0.081399,0.482148,0.196218,0.151743
68,0.213496,0.276777,0.455612,0.176217,0.268442,0.096095,0.085508,0.363636,0.128512,0.126899
69,0.172224,0.172227,0.221080,0.098188,0.194478,0.184065,0.135851,0.486438,0.203131,0.161397
70,0.197284,0.314661,0.254185,0.151134,0.199740,0.160678,0.076009,0.656004,0.134478,0.093755
71,0.239113,0.276130,0.213944,0.218094,0.248618,0.288726,0.059520,0.373258,0.122455,0.098358
72,0.165990,0.239909,0.241892,0.206942,0.320469,0.192420,0.091648,0.456472,0.241729,0.105327
73,0.170281,0.267476,0.264131,0.146001,0.221916,0.138988,0.069277,0.400748,0.121572,0.099109
74,0.306474,0.218461,0.299125,0.132145,0.229420,0.299440,0.065668,0.409457,0.212273,0.063911
75,0.141251,0.211980,0.395077,0.122366,0.110175,0.148108,0.129470,0.550051,0.195026,0.064953
76,0.135587,0.269289,0.478519,0.084922,0.112801,0.208872,0.055177,0.603342,0.339325,0.030580
77,0.125045,0.254881,0.272762,0.123475,0.092987,0.169537,0.062389,0.354366,0.382570,0.069553
78,0.154992,0.150390,0.608711,0.095101,0.163338,0.292894,0.079291,0.395692,0.292300,0.071409
79,0.197927,0.156111,0.220932,0.177316,0.103363,0.228866,0.094516,0.398800,0.281980,0.036360
80,0.174458,0.229624,0.335714,0.133551,0.144667,0.140777,0.079088,0.249177,0.236754,0.057272
