ID,Longitude,Latitude,LocalX,LocalY
2818,100.264839,29.747107,25.617949,-28.003792
2819,100.275177,29.747047,26.617943,-28.007994
2820,100.285515,29.746986,27.617937,-28.012320
2821,100.295853,29.746925,28.617935,-28.016554
2822,100.306190,29.746862,29.617933,-28.020912
2823,100.316528,29.746799,30.617931,-28.025179
2824,100.326866,29.746737,31.617931,-28.029356
2825,100.337204,29.746672,32.617935,-28.033655
2826,100.347542,29.746605,33.617939,-28.038074
2827,100.357880,29.746540,34.617943,-28.042192
2828,100.368217,29.746471,35.617950,-28.046644
2829,100.378555,29.746405,36.617954,-28.050793
2830,100.388893,29.746336,37.617966,-28.055065
2831,100.399231,29.746265,38.617973,-28.059458
2832,100.409569,29.746197,39.617985,-28.063549
2833,100.419907,29.746124,40.617996,-28.067972
2834,100.430244,29.746054,41.618011,-28.072096
2835,100.440582,29.745979,42.618027,-28.076551
2836,100.450920,29.745907,43.618042,-28.080706
2837,100.461258,29.745832,44.618061,-28.084982
2838,100.471596,29.745758,45.618080,-28.089169
2839,100.481926,29.745682,46.617363,-28.093477
2840,100.492264,29.745605,47.617386,-28.097694
2841,100.502602,29.745527,48.617409,-28.102034
2842,99.499817,29.758327,-48.377304,-26.684172
2843,99.510162,29.758327,-47.376705,-26.688484
2844,99.520500,29.758326,-46.376846,-26.692915
2845,99.530838,29.758324,-45.376984,-26.697254
2846,99.541176,29.758322,-44.377125,-26.701504
2847,99.551514,29.758318,-43.377266,-26.705877
2848,99.561852,29.758312,-42.377407,-26.710369
2849,99.572197,29.758308,-41.376804,-26.714565
2850,99.582535,29.758303,-40.376945,-26.718878
2851,99.592873,29.758295,-39.377087,-26.723310
2852,99.603210,29.758287,-38.377224,-26.727655
2853,99.613548,29.758280,-37.377365,-26.731911
2854,99.623886,29.758270,-36.377499,-26.736284
2855,99.634232,29.758259,-35.376904,-26.740786
2856,99.644569,29.758249,-34.377041,-26.744982
2857,99.654907,29.758238,-33.377178,-26.749298
2858,99.665245,29.758224,-32.377316,-26.753738
2859,99.675583,29.758211,-31.377453,-26.758085
2860,99.685921,29.758198,-30.377590,-26.762346
2861,99.696266,29.758183,-29.376989,-26.766727
2862,99.706604,29.758167,-28.377127,-26.771017
2863,99.716942,29.758150,-27.377264,-26.775429
2864,99.727280,29.758133,-26.377398,-26.779753
2865,99.737617,29.758116,-25.377535,-26.783983
2866,99.747963,29.758097,-24.376932,-26.788338
2867,99.758301,29.758076,-23.377066,-26.792812
2868,99.768639,29.758057,-22.377201,-26.796984
2869,99.778976,29.758036,-21.377337,-26.801279
2870,99.789314,29.758013,-20.377468,-26.805695
2871,99.799652,29.757990,-19.377604,-26.810022
2872,99.809998,29.757967,-18.376999,-26.814259
2873,99.820335,29.757942,-17.377129,-26.818615
2874,99.830673,29.757915,-16.377262,-26.823095
2875,99.841011,29.757891,-15.377393,-26.827272
2876,99.851349,29.757864,-14.377523,-26.831570
2877,99.861687,29.757835,-13.377654,-26.835993
2878,99.872032,29.757807,-12.377046,-26.840322
2879,99.882370,29.757778,-11.377174,-26.844563
2880,99.892708,29.757748,-10.377303,-26.848925
2881,99.903046,29.757717,-9.377431,-26.853197
2882,99.913383,29.757685,-8.377559,-26.857590
2883,99.923721,29.757652,-7.377685,-26.861893
2884,99.934059,29.757620,-6.377811,-26.866106
2885,99.944405,29.757586,-5.377198,-26.870441
2886,99.954742,29.757549,-4.377323,-26.874897
2887,99.965080,29.757515,-3.377447,-26.879051
2888,99.975418,29.757479,-2.377570,-26.883327
2889,99.985756,29.757441,-1.377692,-26.887724
2890,99.996094,29.757402,-0.377814,-26.892033
2891,100.006439,29.757362,0.622803,-26.896461
2892,100.016777,29.757324,1.622683,-26.900589
2893,100.027115,29.757282,2.622563,-26.905048
2894,100.037453,29.757242,3.622445,-26.909208
2895,100.047791,29.757200,4.622327,-26.913488
2896,100.058128,29.757156,5.622211,-26.917891
2897,100.068466,29.757113,6.622095,-26.922203
2898,100.078812,29.757069,7.622717,-26.926424
2899,100.089149,29.757023,8.622603,-26.930767
2900,100.099487,29.756977,9.622490,-26.935020
2901,100.109825,29.756929,10.622378,-26.939394
2902,100.120163,29.756882,11.622266,-26.943680
2903,100.130501,29.756832,12.622156,-26.948086
2904,100.140839,29.756784,13.622046,-26.952192
2905,100.151184,29.756733,14.622676,-26.956627
2906,100.161522,29.756681,15.622568,-26.960974
2907,100.171860,29.756630,16.622461,-26.965233
2908,100.182198,29.756578,17.622356,-26.969400
2909,100.192535,29.756525,18.622252,-26.973690
2910,100.202873,29.756470,19.622149,-26.978100
2911,100.213211,29.756414,20.622047,-26.982420
2912,100.223549,29.756359,21.621944,-26.986650
2913,100.233894,29.756302,22.622583,-26.991001
2914,100.244232,29.756245,23.622484,-26.995264
2915,100.254570,29.756187,24.622387,-26.999435
2916,100.264908,29.756128,25.622290,-27.003729
2917,100.275246,29.756067,26.622196,-27.008142
2918,100.285583,29.756008,27.622099,-27.012257
2919,100.295921,29.755945,28.622007,-27.016703
2920,100.306259,29.755884,29.621916,-27.020847
2921,100.316597,29.755821,30.621824,-27.025114
2922,100.326942,29.755756,31.622475,-27.029499
2923,100.337280,29.755692,32.622387,-27.033796
2924,100.347618,29.755627,33.622299,-27.038006
2925,100.357956,29.755560,34.622215,-27.042334
2926,100.368294,29.755493,35.622128,-27.046574
2927,100.378632,29.755424,36.622047,-27.050934
2928,100.388969,29.755356,37.621964,-27.055204
2929,100.399307,29.755287,38.621887,-27.059385
2930,100.409645,29.755217,39.621807,-27.063688
2931,100.419983,29.755146,40.621731,-27.067900
2932,100.430328,29.755074,41.622395,-27.072231
2933,100.440666,29.755001,42.622318,-27.076475
2934,100.451004,29.754927,43.622246,-27.080839
2935,100.461342,29.754852,44.622177,-27.085114
2936,100.471680,29.754778,45.622105,-27.089298
2937,100.482018,29.754702,46.622036,-27.093605
2938,100.492355,29.754625,47.621967,-27.097822
2939,100.502693,29.754547,48.621902,-27.102160
2940,99.499817,29.767349,-48.372959,-25.684124
2941,99.510162,29.767349,-47.372452,-25.688435
2942,99.520500,29.767347,-46.372681,-25.692865
2943,99.530838,29.767345,-45.372910,-25.697206
2944,99.541183,29.767342,-44.372402,-25.701670
2945,99.551521,29.767340,-43.372631,-25.705830
2946,99.561859,29.767334,-42.372864,-25.710323
2947,99.572197,29.767328,-41.373089,-25.714727
2948,99.582542,29.767323,-40.372581,-25.719044
2949,99.592880,29.767317,-39.372814,-25.723265
2950,99.603218,29.767309,-38.373039,-25.727610
2951,99.613564,29.767300,-37.372532,-25.732079
2952,99.623901,29.767292,-36.372757,-25.736242
2953,99.634239,29.767281,-35.372990,-25.740740
2954,99.644577,29.767271,-34.373215,-25.744936
2955,99.654922,29.767258,-33.372707,-25.749466
2956,99.665260,29.767246,-32.372932,-25.753693
2957,99.675598,29.767233,-31.373159,-25.758043
2958,99.685944,29.767220,-30.372648,-25.762302
2959,99.696281,29.767204,-29.372877,-25.766684
2960,99.706619,29.767189,-28.373104,-25.770973
2961,99.716965,29.767172,-27.372591,-25.775387
2962,99.727303,29.767155,-26.372816,-25.779709
2963,99.737640,29.767136,-25.373043,-25.784151
2964,99.747978,29.767118,-24.373268,-25.788294
2965,99.758324,29.767097,-23.372753,-25.792770
2966,99.768661,29.767078,-22.372978,-25.796942
2967,99.778999,29.767056,-21.373203,-25.801447
2968,99.789345,29.767035,-20.372688,-25.805653
2969,99.799683,29.767012,-19.372911,-25.809978
2970,99.810020,29.766987,-18.373135,-25.814426
2971,99.820358,29.766962,-17.373356,-25.818783
2972,99.830704,29.766937,-16.372839,-25.823051
2973,99.841042,29.766912,-15.373060,-25.827229
2974,99.851379,29.766884,-14.373281,-25.831738
2975,99.861725,29.766857,-13.372764,-25.835947
2976,99.872063,29.766829,-12.372982,-25.840277
2977,99.882401,29.766800,-11.373201,-25.844517
2978,99.892738,29.766769,-10.373420,-25.848879
2979,99.903084,29.766739,-9.372899,-25.853153
2980,99.913422,29.766706,-8.373117,-25.857546
2981,99.923759,29.766674,-7.373333,-25.861847
2982,99.934105,29.766640,-6.372811,-25.866272
2983,99.944443,29.766605,-5.373026,-25.870605
2984,99.954781,29.766571,-4.373241,-25.874849
2985,99.965118,29.766535,-3.373454,-25.879217
2986,99.975464,29.766499,-2.372929,-25.883492
2987,99.985802,29.766462,-1.373142,-25.887678
2988,99.996140,29.766424,-0.373353,-25.891985
2989,100.006477,29.766384,0.626436,-25.896414
2990,100.016823,29.766344,1.626964,-25.900751
2991,100.027161,29.766304,2.626755,-25.905001
2992,100.037498,29.766262,3.626547,-25.909370
2993,100.047844,29.766220,4.627077,-25.913651
2994,100.058182,29.766178,5.626871,-25.917839
2995,100.068520,29.766134,6.626665,-25.922152
2996,100.078857,29.766088,7.626460,-25.926584
2997,100.089203,29.766045,8.626994,-25.930716
2998,100.099541,29.765997,9.626791,-25.935179
2999,100.109879,29.765951,10.626589,-25.939342
3000,100.120216,29.765903,11.626388,-25.943626
3001,100.130562,29.765854,12.626925,-25.948030
3002,100.140900,29.765804,13.626725,-25.952347
3003,100.151237,29.765755,14.626528,-25.956572
3004,100.161575,29.765703,15.626330,-25.960920
3005,100.171921,29.765652,16.626871,-25.965176
3006,100.182259,29.765598,17.626678,-25.969555
3007,100.192596,29.765545,18.626482,-25.973845
3008,100.202934,29.765491,19.626289,-25.978041
3009,100.213280,29.765436,20.626837,-25.982359
3010,100.223618,29.765381,21.626644,-25.986589
3011,100.233955,29.765324,22.626455,-25.990942
3012,100.244293,29.765266,23.626266,-25.995203
3013,100.254639,29.765207,24.626816,-25.999584
3014,100.264977,29.765148,25.626631,-26.003878
3015,100.275314,29.765089,26.626446,-26.008080
3016,100.285652,29.765028,27.626263,-26.012403
3017,100.295998,29.764967,28.626816,-26.016636
3018,100.306335,29.764904,29.626635,-26.020992
3019,100.316673,29.764841,30.626455,-26.025257
3020,100.327011,29.764778,31.626276,-26.029434
3021,100.337357,29.764713,32.626835,-26.033728
3022,100.347694,29.764647,33.626659,-26.038147
3023,100.358032,29.764582,34.626484,-26.042263
3024,100.368370,29.764513,35.626312,-26.046713
3025,100.378708,29.764446,36.626137,-26.050861
3026,100.389053,29.764378,37.626701,-26.055128
3027,100.399391,29.764307,38.626534,-26.059521
3028,100.409729,29.764238,39.626366,-26.063612
3029,100.420067,29.764166,40.626198,-26.068033
3030,100.430405,29.764095,41.626034,-26.072157
3031,100.440750,29.764021,42.626610,-26.076607
3032,100.451088,29.763948,43.626446,-26.080759
3033,100.461426,29.763874,44.626286,-26.085033
3034,100.471764,29.763798,45.626125,-26.089430
3035,100.482101,29.763723,46.625965,-26.093523
3036,100.492447,29.763645,47.626549,-26.097948
3037,100.502785,29.763569,48.626392,-26.102074
3038,99.499817,29.776371,-48.368614,-24.684074
3039,99.510162,29.776369,-47.368195,-24.688597
3040,99.520500,29.776369,-46.368515,-24.692816
3041,99.530846,29.776367,-45.368099,-24.697161
3042,99.541183,29.776363,-44.368420,-24.701622
3043,99.551521,29.776360,-43.368740,-24.705992
3044,99.561867,29.776356,-42.368317,-24.710278
3045,99.572205,29.776350,-41.368637,-24.714680
3046,99.582550,29.776344,-40.368217,-24.718996
3047,99.592888,29.776339,-39.368534,-24.723219
3048,99.603233,29.776331,-38.368118,-24.727566
3049,99.613571,29.776321,-37.368439,-24.732031
3050,99.623909,29.776312,-36.368755,-24.736406
3051,99.634254,29.776302,-35.368336,-24.740696
3052,99.644592,29.776291,-34.368652,-24.745102
3053,99.654938,29.776279,-33.368229,-24.749422
3054,99.665276,29.776268,-32.368549,-24.753649
3055,99.675613,29.776255,-31.368868,-24.757998
3056,99.685959,29.776239,-30.368444,-24.762468
3057,99.696297,29.776226,-29.368761,-24.766638
3058,99.706642,29.776209,-28.368341,-24.771141
3059,99.716980,29.776194,-27.368656,-24.775341
3060,99.727325,29.776176,-26.368235,-24.779665
3061,99.737663,29.776157,-25.368551,-24.784107
3062,99.748001,29.776138,-24.368866,-24.788460
3063,99.758347,29.776119,-23.368441,-24.792725
3064,99.768684,29.776098,-22.368755,-24.797108
3065,99.779030,29.776077,-21.368332,-24.801405
3066,99.789368,29.776054,-20.368645,-24.805819
3067,99.799706,29.776031,-19.368959,-24.810144
3068,99.810051,29.776009,-18.368534,-24.814381
3069,99.820389,29.775984,-17.368843,-24.818739
3070,99.830734,29.775959,-16.368418,-24.823006
3071,99.841072,29.775932,-15.368729,-24.827394
3072,99.851410,29.775906,-14.369040,-24.831694
3073,99.861755,29.775879,-13.368611,-24.835903
3074,99.872093,29.775850,-12.368920,-24.840233
3075,99.882439,29.775820,-11.368491,-24.844683
3076,99.892776,29.775789,-10.368800,-24.849045
3077,99.903114,29.775759,-9.369106,-24.853317
3078,99.913460,29.775728,-8.368676,-24.857498
3079,99.923798,29.775696,-7.368982,-24.861801
3080,99.934143,29.775661,-6.368550,-24.866224
3081,99.944481,29.775627,-5.368855,-24.870558
3082,99.954819,29.775593,-4.369159,-24.874804
3083,99.965164,29.775557,-3.368725,-24.879168
3084,99.975502,29.775520,-2.369027,-24.883444
3085,99.985847,29.775482,-1.368591,-24.887840
3086,99.996185,29.775444,-0.368893,-24.892147
3087,100.006523,29.775406,0.630807,-24.896364
3088,100.016869,29.775366,1.631245,-24.900702
3089,100.027206,29.775326,2.630946,-24.904951
3090,100.037552,29.775284,3.631386,-24.909321
3091,100.047890,29.775242,4.631088,-24.913599
3092,100.058228,29.775198,5.630792,-24.917999
3093,100.068573,29.775154,6.631234,-24.922310
3094,100.078911,29.775110,7.630939,-24.926531
3095,100.089256,29.775064,8.631384,-24.930874
3096,100.099594,29.775019,9.631091,-24.935125
3097,100.109932,29.774971,10.630799,-24.939501
3098,100.120277,29.774923,11.631247,-24.943783
3099,100.130615,29.774876,12.630956,-24.947977
3100,100.140953,29.774826,13.630667,-24.952291
3101,100.151299,29.774775,14.631116,-24.956726
3102,100.161636,29.774725,15.630829,-24.960863
3103,100.171982,29.774673,16.631281,-24.965117
3104,100.182320,29.774620,17.630997,-24.969496
3105,100.192657,29.774567,18.630713,-24.973783
3106,100.203003,29.774511,19.631168,-24.978191
3107,100.213341,29.774458,20.630884,-24.982302
3108,100.223679,29.774401,21.630606,-24.986740
3109,100.234024,29.774345,22.631062,-24.990879
3110,100.244362,29.774286,23.630785,-24.995352
3111,100.254700,29.774229,24.630508,-24.999521
3112,100.265045,29.774170,25.630968,-25.003813
3113,100.275383,29.774111,26.630693,-25.008013
3114,100.285728,29.774050,27.631159,-25.012337
3115,100.296066,29.773987,28.630886,-25.016781
3116,100.306404,29.773926,29.630613,-25.020926
3117,100.316750,29.773863,30.631083,-25.025188
3118,100.327087,29.773798,31.630812,-25.029573
3119,100.337425,29.773733,32.630547,-25.033871
3120,100.347771,29.773668,33.631016,-25.038076
3121,100.358109,29.773602,34.630753,-25.042402
3122,100.368446,29.773535,35.630489,-25.046640
3123,100.378792,29.773466,36.630966,-25.050999
3124,100.389130,29.773397,37.630703,-25.055267
3125,100.399467,29.773329,38.630444,-25.059446
3126,100.409813,29.773258,39.630920,-25.063744
3127,100.420151,29.773188,40.630669,-25.067955
3128,100.430489,29.773115,41.630409,-25.072287
3129,100.440834,29.773043,42.630894,-25.076527
3130,100.451172,29.772968,43.630646,-25.080891
3131,100.461510,29.772894,44.630394,-25.085163
3132,100.471855,29.772820,45.630878,-25.089344
3133,100.482193,29.772743,46.630634,-25.093649
3134,100.492531,29.772667,47.630386,-25.097864
3135,100.502876,29.772589,48.630878,-25.102198
3136,99.499817,29.785391,-48.364269,-23.684235
3137,99.510162,29.785391,-47.363941,-23.688547
3138,99.520500,29.785389,-46.364353,-23.692976
3139,99.530846,29.785387,-45.364025,-23.697321
3140,99.541191,29.785385,-44.363693,-23.701574
3141,99.551529,29.785381,-43.364101,-23.705946
3142,99.561874,29.785378,-42.363773,-23.710228
3143,99.572212,29.785372,-41.364185,-23.714632
3144,99.582558,29.785366,-40.363853,-23.718946
3145,99.592896,29.785358,-39.364262,-23.723383
3146,99.603241,29.785351,-38.363934,-23.727728
3147,99.613579,29.785343,-37.364342,-23.731983
3148,99.623924,29.785334,-36.364010,-23.736361
3149,99.634262,29.785324,-35.364418,-23.740646
3150,99.644608,29.785313,-34.364090,-23.745056
3151,99.654945,29.785301,-33.364494,-23.749372
3152,99.665291,29.785288,-32.364166,-23.753815
3153,99.675629,29.785275,-31.364574,-23.758162
3154,99.685974,29.785261,-30.364243,-23.762423
3155,99.696320,29.785246,-29.363911,-23.766804
3156,99.706657,29.785231,-28.364317,-23.771093
3157,99.717003,29.785213,-27.363985,-23.775507
3158,99.727341,29.785196,-26.364391,-23.779829
3159,99.737686,29.785179,-25.364059,-23.784061
3160,99.748024,29.785160,-24.364464,-23.788414
3161,99.758369,29.785141,-23.364128,-23.792677
3162,99.768707,29.785120,-22.364532,-23.797062
3163,99.779053,29.785099,-21.364199,-23.801357
3164,99.789391,29.785076,-20.364601,-23.805771
3165,99.799736,29.785053,-19.364267,-23.810101
3166,99.810074,29.785030,-18.364670,-23.814335
3167,99.820419,29.785006,-17.364334,-23.818691
3168,99.830757,29.784981,-16.364735,-23.822960
3169,99.841103,29.784954,-15.364397,-23.827347
3170,99.851448,29.784927,-14.364059,-23.831646
3171,99.861786,29.784899,-13.364459,-23.836067
3172,99.872131,29.784870,-12.364121,-23.840397
3173,99.882469,29.784842,-11.364519,-23.844637
3174,99.892815,29.784811,-10.364180,-23.848997
3175,99.903152,29.784781,-9.364576,-23.853270
3176,99.913498,29.784748,-8.364235,-23.857662
3177,99.923836,29.784716,-7.364631,-23.861963
3178,99.934181,29.784683,-6.364289,-23.866177
3179,99.944519,29.784649,-5.364684,-23.870510
3180,99.954865,29.784613,-4.364340,-23.874966
3181,99.965202,29.784578,-3.364733,-23.879120
3182,99.975548,29.784542,-2.364388,-23.883394
3183,99.985886,29.784504,-1.364780,-23.887791
3184,99.996231,29.784466,-0.364433,-23.892097
3185,100.006569,29.784426,0.635176,-23.896526
3186,100.016914,29.784388,1.635525,-23.900650
3187,100.027252,29.784346,2.635136,-23.905109
3188,100.037598,29.784306,3.635486,-23.909267
3189,100.047935,29.784264,4.635098,-23.913548
3190,100.058281,29.784220,5.635450,-23.917948
3191,100.068619,29.784176,6.635065,-23.922258
3192,100.078964,29.784132,7.635418,-23.926477
3193,100.089302,29.784086,8.635035,-23.930820
3194,100.099648,29.784040,9.635389,-23.935070
3195,100.109985,29.783993,10.635008,-23.939444
3196,100.120331,29.783945,11.635365,-23.943727
3197,100.130669,29.783895,12.634985,-23.948132
3198,100.141014,29.783846,13.635344,-23.952446
3199,100.151352,29.783796,14.634966,-23.956671
3200,100.161697,29.783745,15.635327,-23.961016
3201,100.172035,29.783693,16.634951,-23.965271
3202,100.182381,29.783640,17.635315,-23.969646
3203,100.192719,29.783587,18.634939,-23.973936
3204,100.203064,29.783533,19.635305,-23.978130
3205,100.213402,29.783478,20.634933,-23.982449
3206,100.223747,29.783422,21.635302,-23.986677
3207,100.234085,29.783365,22.634932,-23.991028
3208,100.244431,29.783308,23.635302,-23.995287
3209,100.254768,29.783249,24.634933,-23.999668
3210,100.265114,29.783190,25.635307,-24.003960
3211,100.275452,29.783131,26.634941,-24.008160
3212,100.285797,29.783070,27.635317,-24.012480
3213,100.296135,29.783009,28.634953,-24.016714
3214,100.306480,29.782946,29.635330,-24.021067
3215,100.316818,29.782883,30.634972,-24.025330
3216,100.327164,29.782820,31.635349,-24.029505
3217,100.337502,29.782755,32.634991,-24.033798
3218,100.347847,29.782688,33.635376,-24.038216
3219,100.358185,29.782623,34.635021,-24.042330
3220,100.368530,29.782555,35.635403,-24.046776
3221,100.378868,29.782488,36.635052,-24.050924
3222,100.389206,29.782419,37.634701,-24.055191
3223,100.399551,29.782349,38.635090,-24.059580
3224,100.409889,29.782278,39.634743,-24.063879
3225,100.420235,29.782207,40.635132,-24.068087
3226,100.430573,29.782135,41.634789,-24.072418
3227,100.440918,29.782063,42.635181,-24.076656
3228,100.451256,29.781990,43.634838,-24.080809
3229,100.461601,29.781916,44.635235,-24.085077
3230,100.471939,29.781839,45.634899,-24.089472
3231,100.482285,29.781763,46.635296,-24.093773
3232,100.492622,29.781687,47.634960,-24.097986
3233,100.502960,29.781610,48.634624,-24.102112
3234,99.499817,29.794413,-48.359921,-22.684183
3235,99.510162,29.794413,-47.359684,-22.688494
3236,99.520508,29.794411,-46.359444,-22.692928
3237,99.530846,29.794409,-45.359947,-22.697268
3238,99.541191,29.794407,-44.359707,-22.701521
3239,99.551537,29.794403,-43.359470,-22.705894
3240,99.561874,29.794399,-42.359966,-22.710178
3241,99.572220,29.794394,-41.359726,-22.714582
3242,99.582565,29.794388,-40.359489,-22.718899
3243,99.592903,29.794380,-39.359989,-22.723331
3244,99.603249,29.794373,-38.359745,-22.727680
3245,99.613594,29.794365,-37.359509,-22.731936
3246,99.623932,29.794355,-36.360004,-22.736311
3247,99.634277,29.794346,-35.359764,-22.740599
3248,99.644623,29.794334,-34.359528,-22.745008
3249,99.654961,29.794323,-33.360023,-22.749327
3250,99.665306,29.794310,-32.359783,-22.753765
3251,99.675652,29.794296,-31.359541,-22.758116
3252,99.685989,29.794283,-30.360037,-22.762375
3253,99.696335,29.794268,-29.359797,-22.766756
3254,99.706680,29.794252,-28.359554,-22.771048
3255,99.717018,29.794235,-27.360050,-22.775459
3256,99.727364,29.794218,-26.359808,-22.779781
3257,99.737701,29.794201,-25.360302,-22.784012
3258,99.748047,29.794182,-24.360060,-22.788366
3259,99.758392,29.794161,-23.359816,-22.792841
3260,99.768730,29.794142,-22.360310,-22.797014
3261,99.779076,29.794121,-21.360065,-22.801308
3262,99.789421,29.794098,-20.359821,-22.805727
3263,99.799759,29.794075,-19.360315,-22.810051
3264,99.810104,29.794052,-18.360069,-22.814287
3265,99.820450,29.794027,-17.359821,-22.818645
3266,99.830788,29.794001,-16.360313,-22.823124
3267,99.841133,29.793976,-15.360065,-22.827301
3268,99.851479,29.793949,-14.359818,-22.831600
3269,99.861816,29.793921,-13.360308,-22.836018
3270,99.872162,29.793892,-12.360059,-22.840347
3271,99.882507,29.793863,-11.359810,-22.844587
3272,99.892845,29.793833,-10.360297,-22.848949
3273,99.903191,29.793802,-9.360047,-22.853218
3274,99.913536,29.793770,-8.359796,-22.857611
3275,99.923874,29.793737,-7.360281,-22.861914
3276,99.934219,29.793703,-6.360029,-22.866339
3277,99.944557,29.793671,-5.360513,-22.870459
3278,99.954903,29.793634,-4.360260,-22.874914
3279,99.965248,29.793598,-3.360005,-22.879280
3280,99.975586,29.793562,-2.360487,-22.883554
3281,99.985931,29.793526,-1.360231,-22.887739
3282,99.996277,29.793488,-0.359975,-22.892044
3283,100.006615,29.793447,0.639545,-22.896473
3284,100.016960,29.793407,1.639804,-22.900810
3285,100.027306,29.793367,2.640063,-22.905056
3286,100.037643,29.793325,3.639585,-22.909426
3287,100.047989,29.793283,4.639846,-22.913704
3288,100.058327,29.793242,5.639369,-22.917892
3289,100.068672,29.793198,6.639632,-22.922203
3290,100.079018,29.793152,7.639895,-22.926632
3291,100.089355,29.793106,8.639421,-22.930975
3292,100.099701,29.793060,9.639688,-22.935226
3293,100.110046,29.793015,10.639953,-22.939386
3294,100.120384,29.792965,11.639483,-22.943880
3295,100.130730,29.792917,12.639751,-22.948072
3296,100.141068,29.792868,13.639282,-22.952387
3297,100.151413,29.792818,14.639552,-22.956610
3298,100.161758,29.792767,15.639823,-22.960955
3299,100.172096,29.792715,16.639357,-22.965212
3300,100.182442,29.792662,17.639631,-22.969585
3301,100.192787,29.792608,18.639904,-22.973871
3302,100.203125,29.792555,19.639441,-22.978069
3303,100.213470,29.792500,20.639719,-22.982388
3304,100.223808,29.792442,21.639257,-22.986826
3305,100.234154,29.792387,22.639538,-22.990963
3306,100.244499,29.792330,23.639816,-22.995220
3307,100.254837,29.792271,24.639359,-22.999601
3308,100.265182,29.792212,25.639641,-23.003891
3309,100.275520,29.792152,26.639185,-23.008091
3310,100.285866,29.792091,27.639471,-23.012413
3311,100.296211,29.792030,28.639755,-23.016644
3312,100.306549,29.791967,29.639305,-23.020996
3313,100.316895,29.791904,30.639593,-23.025257
3314,100.327232,29.791840,31.639145,-23.029644
3315,100.337578,29.791775,32.639435,-23.033937
3316,100.347923,29.791710,33.639725,-23.038141
3317,100.358261,29.791643,34.639286,-23.042467
3318,100.368607,29.791576,35.639580,-23.046701
3319,100.378944,29.791508,36.639137,-23.051058
3320,100.389290,29.791439,37.639435,-23.055325
3321,100.399628,29.791370,38.638992,-23.059502
3322,100.409973,29.791300,39.639294,-23.063799
3323,100.420319,29.791229,40.639595,-23.068007
3324,100.430656,29.791157,41.639160,-23.072336
3325,100.441002,29.791084,42.639465,-23.076574
3326,100.451340,29.791010,43.639030,-23.080936
3327,100.461685,29.790936,44.639339,-23.085205
3328,100.472023,29.790861,45.638908,-23.089386
3329,100.482368,29.790785,46.639221,-23.093687
3330,100.492714,29.790709,47.639530,-23.097897
3331,100.503052,29.790630,48.639111,-23.102232
3332,99.499817,29.803434,-48.355576,-21.684130
3333,99.510162,29.803434,-47.355427,-21.688442
3334,99.520508,29.803432,-46.355278,-21.692875
3335,99.530853,29.803431,-45.355129,-21.697216
3336,99.541191,29.803427,-44.355721,-21.701679
3337,99.551537,29.803425,-43.355572,-21.705841
3338,99.561882,29.803419,-42.355423,-21.710339
3339,99.572227,29.803415,-41.355270,-21.714531
3340,99.582573,29.803408,-40.355122,-21.719059
3341,99.592911,29.803402,-39.355709,-21.723282
3342,99.603256,29.803394,-38.355564,-21.727629
3343,99.613602,29.803385,-37.355412,-21.732096
3344,99.623947,29.803377,-36.355263,-21.736261
3345,99.634285,29.803366,-35.355850,-21.740759
3346,99.644630,29.803356,-34.355698,-21.744957
3347,99.654976,29.803343,-33.355553,-21.749489
3348,99.665321,29.803331,-32.355400,-21.753717
3349,99.675667,29.803318,-31.355247,-21.758066
3350,99.686005,29.803305,-30.355833,-21.762323
3351,99.696350,29.803289,-29.355682,-21.766706
3352,99.706696,29.803274,-28.355530,-21.770998
3353,99.717041,29.803257,-27.355379,-21.775410
3354,99.727386,29.803240,-26.355227,-21.779732
3355,99.737724,29.803221,-25.355810,-21.784176
3356,99.748070,29.803204,-24.355658,-21.788319
3357,99.758415,29.803183,-23.355503,-21.792793
3358,99.768761,29.803162,-22.355350,-21.797178
3359,99.779099,29.803141,-21.355934,-21.801470
3360,99.789444,29.803120,-20.355778,-21.805676
3361,99.799789,29.803097,-19.355623,-21.810001
3362,99.810135,29.803072,-18.355467,-21.814449
3363,99.820473,29.803047,-17.356049,-21.818806
3364,99.830818,29.803022,-16.355892,-21.823074
3365,99.841164,29.802996,-15.355736,-21.827463
3366,99.851509,29.802969,-14.355577,-21.831760
3367,99.861855,29.802942,-13.355419,-21.835968
3368,99.872192,29.802914,-12.355997,-21.840298
3369,99.882538,29.802883,-11.355838,-21.844748
3370,99.892883,29.802855,-10.355678,-21.848898
3371,99.903229,29.802822,-9.355517,-21.853380
3372,99.913567,29.802792,-8.356093,-21.857561
3373,99.923912,29.802759,-7.355932,-21.861864
3374,99.934258,29.802725,-6.355769,-21.866287
3375,99.944603,29.802691,-5.355606,-21.870619
3376,99.954941,29.802656,-4.356180,-21.874863
3377,99.965286,29.802620,-3.356015,-21.879227
3378,99.975632,29.802584,-2.355850,-21.883501
3379,99.985977,29.802546,-1.355684,-21.887897
3380,99.996315,29.802507,-0.356254,-21.892202
3381,100.006660,29.802469,0.643913,-21.896418
3382,100.017006,29.802429,1.644082,-21.900755
3383,100.027351,29.802389,2.644251,-21.905003
3384,100.037689,29.802347,3.643683,-21.909370
3385,100.048035,29.802305,4.643854,-21.913649
3386,100.058380,29.802261,5.644026,-21.918049
3387,100.068726,29.802217,6.644199,-21.922358
