Site_ID,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10
1,0.065402,0.144261,0.073115,0.112094,0.138189,0.048941,0.046748,0.148939,0.033625,0.047353
2,0.149543,0.142495,0.092737,0.161366,0.147249,0.027852,0.068453,0.284848,0.052855,0.056684
3,0.124469,0.194030,0.191327,0.131059,0.161279,0.067312,0.104936,0.142331,0.068951,0.074486
4,0.059445,0.084506,0.145604,0.174138,0.143710,0.055395,0.226895,0.136315,0.045505,0.062257
5,0.086124,0.086017,0.192516,0.107294,0.115657,0.068596,0.204482,0.216162,0.037632,0.028016
6,0.074909,0.094571,0.112921,0.185512,0.084417,0.121821,0.193242,0.168665,0.078868,0.041014
7,0.087776,0.144905,0.083929,0.146278,0.138087,0.082360,0.201140,0.183211,0.049291,0.033183
8,0.102615,0.078723,0.137535,0.112156,0.124147,0.087810,0.315470,0.149256,0.094325,0.068647
9,0.081848,0.091216,0.099757,0.125106,0.174913,0.055621,0.254157,0.188927,0.124066,0.112085
10,0.077661,0.070284,0.158758,0.215588,0.059274,0.080348,0.184661,0.298323,0.085501,0.095181
11,0.060113,0.076825,0.242178,0.138980,0.046194,0.060591,0.304568,0.227812,0.099308,0.085052
12,0.113634,0.100444,0.156901,0.109379,0.064533,0.060941,0.282946,0.609102,0.048753,0.164701
13,0.076888,0.082741,0.271414,0.120623,0.074497,0.041367,0.446931,0.368632,0.170194,0.109887
14,0.073635,0.039446,0.193921,0.087999,0.138704,0.046886,0.226815,0.078299,0.165061,0.150266
15,0.046727,0.067937,0.142226,0.068340,0.101936,0.092894,0.648750,0.318126,0.199302,0.069186
16,0.049885,0.085408,0.137433,0.038471,0.048710,0.068215,0.145960,0.164339,0.312253,0.047022
17,0.085867,0.068476,0.168817,0.066342,0.077762,0.139926,0.096444,0.130022,0.180099,0.063128
18,0.077578,0.093589,0.246457,0.059559,0.051024,0.065791,0.179055,0.241618,0.084830,0.080171
19,0.090329,0.096567,0.146767,0.044194,0.050234,0.097667,0.217862,0.138114,0.062924,0.068015
20,0.167658,0.125731,0.165891,0.037192,0.093719,0.079524,0.113022,0.186573,0.104030,0.072559
21,0.099681,0.113930,0.251591,0.039869,0.091435,0.131586,0.119803,0.094950,0.048816,0.051121
22,0.133517,0.164520,0.162699,0.044776,0.145163,0.163826,0.213373,0.077196,0.045572,0.060040
23,0.153524,0.064069,0.201847,0.056119,0.125331,0.066247,0.209164,0.068205,0.041652,0.117016
24,0.119709,0.067235,0.175176,0.071314,0.116175,0.053386,0.177219,0.128962,0.059519,0.241429
25,0.197391,0.120836,0.122010,0.045915,0.133987,0.064354,0.126989,0.306567,0.062757,0.089463
26,0.060379,0.111775,0.148608,0.040515,0.153186,0.092003,0.131997,0.147989,0.052892,0.109903
