Site_ID,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10
1,0.045990,0.084982,0.066770,0.058609,0.076525,0.031125,0.046926,0.104645,0.024390,0.035124
2,0.091139,0.064054,0.092917,0.081282,0.127630,0.014686,0.071026,0.194220,0.033283,0.033329
3,0.096712,0.098322,0.196425,0.062586,0.108849,0.038926,0.105987,0.106146,0.039145,0.046445
4,0.039726,0.035984,0.161622,0.062738,0.109378,0.043892,0.222164,0.123738,0.033978,0.039705
5,0.066558,0.038555,0.158897,0.056691,0.104292,0.059511,0.199151,0.145663,0.030384,0.023322
6,0.051135,0.054856,0.103139,0.067176,0.067890,0.066025,0.185501,0.120977,0.052812,0.030148
7,0.075296,0.074774,0.075434,0.073355,0.132930,0.058477,0.188458,0.122294,0.025570,0.027403
8,0.071090,0.035200,0.138270,0.058879,0.097280,0.054198,0.257607,0.121266,0.057987,0.057015
9,0.057892,0.046850,0.132140,0.064438,0.133637,0.031336,0.227289,0.132084,0.084008,0.070284
10,0.059634,0.036024,0.176388,0.111101,0.046824,0.042893,0.150887,0.207000,0.036924,0.080263
11,0.049266,0.043898,0.237877,0.075029,0.047193,0.037472,0.186032,0.193662,0.058177,0.056150
12,0.092117,0.056602,0.135837,0.050383,0.060875,0.040671,0.157572,0.406004,0.037936,0.111481
13,0.056712,0.053037,0.272823,0.062034,0.062033,0.028557,0.288669,0.233257,0.119874,0.089293
14,0.043501,0.023496,0.203389,0.046821,0.148023,0.031416,0.144622,0.051810,0.115651,0.104334
15,0.028244,0.052924,0.124273,0.042058,0.099427,0.059782,0.536920,0.234113,0.147176,0.047897
16,0.037594,0.044073,0.151496,0.019421,0.038077,0.045739,0.132493,0.093875,0.236073,0.034940
17,0.070194,0.039752,0.266782,0.026659,0.058488,0.074461,0.084907,0.088762,0.110915,0.044203
18,0.047878,0.054831,0.294031,0.030009,0.050325,0.049898,0.165467,0.159737,0.059870,0.071850
19,0.061588,0.054243,0.154800,0.022611,0.051455,0.059028,0.234031,0.111240,0.039135,0.053268
20,0.111341,0.071463,0.199293,0.018712,0.074196,0.047685,0.113419,0.134404,0.082589,0.054819
21,0.067157,0.058864,0.255552,0.020281,0.083582,0.067517,0.109477,0.067894,0.031424,0.035620
22,0.084595,0.110221,0.167714,0.024516,0.119842,0.080010,0.174136,0.042362,0.033930,0.039602
23,0.118292,0.037773,0.235884,0.040826,0.111537,0.033699,0.183860,0.043251,0.036653,0.075998
