Site_ID,Period,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10
6418,0.000000,0.699380,0.431095,1.050354,0.282855,0.704699,0.609151,1.306823,0.677522,1.272350,0.174300
6419,0.000000,0.428660,0.316952,1.064644,0.297212,0.917907,0.807506,0.929376,0.776413,0.993743,0.159493
6420,0.000000,0.571222,0.522300,0.912458,0.514372,0.615322,0.951584,0.823988,0.589606,0.716032,0.153461
6421,0.000000,1.119526,0.375862,0.936292,0.550639,0.524740,1.115444,0.646398,0.918671,1.111431,0.201351
6422,0.000000,0.736123,0.356247,1.128512,0.672708,0.539051,1.195932,0.900234,0.691893,0.789112,0.215044
6423,0.000000,0.934150,0.485423,1.227524,0.719807,0.505227,1.294842,0.754644,1.034105,0.465207,0.261481
6424,0.000000,0.786521,0.510575,0.909319,1.091683,0.366678,1.156220,0.643847,0.958936,0.374223,0.150245
6425,0.000000,0.754948,0.374743,0.522265,0.971975,0.582319,1.128754,0.462021,1.476515,0.393786,0.214612
6426,0.000000,0.866259,0.344165,1.772760,0.612660,0.774794,0.971368,0.915720,1.217257,0.356451,0.234297
6427,0.000000,0.578392,0.494294,1.626796,0.697863,0.666157,0.466498,0.575181,0.811324,0.609063,0.221458
6428,0.000000,1.016262,0.545737,0.795112,0.628679,0.830015,0.663134,0.583727,0.761887,0.462984,0.258199
6429,0.000000,0.675088,0.661705,0.984678,0.580787,0.603821,0.884562,0.455253,0.885220,0.462939,0.155520
6430,0.000000,0.580596,0.945567,1.054629,1.184616,0.801560,0.503362,0.483051,2.403770,0.633744,0.297488
6431,0.000000,0.676212,0.818494,1.496204,0.546079,0.510529,0.560019,0.469030,0.874762,0.636110,0.211367
6432,0.000000,0.618078,0.669559,1.211940,0.665244,0.975546,0.820984,0.508649,0.649612,0.352967,0.224517
6433,0.000000,1.331788,0.571364,1.383558,0.706236,0.887460,1.016333,0.388681,0.570752,0.383264,0.146772
6434,0.000000,0.978812,0.359624,0.742093,0.579422,0.463634,0.613498,0.319039,0.865001,0.463191,0.113838
6435,0.000000,0.942614,0.602040,0.896183,1.136086,0.538056,0.752400,0.549981,0.825492,0.359687,0.180109
6436,0.000000,0.831730,0.764842,0.589066,0.950802,0.557492,0.707948,0.603244,0.809934,0.625634,0.159030
6437,0.000000,0.728134,0.777395,1.039328,0.971244,0.626530,0.536496,0.842628,0.982958,0.787018,0.148601
6438,0.000000,1.026665,0.597878,0.911460,0.841753,0.518765,0.492832,0.418921,1.414536,0.486166,0.350699
6439,0.000000,0.527290,0.809946,1.298037,0.925241,0.743060,0.805582,0.364205,0.694387,0.851845,0.473565
6440,0.000000,0.944311,0.453823,0.872167,1.347606,0.618095,0.498209,0.371149,1.063062,0.701606,0.373733
6441,0.000000,1.006324,0.563964,1.007586,1.223168,0.530334,0.613858,0.654050,0.805948,0.834578,0.296160
6442,0.000000,0.604563,0.514164,0.910666,0.867929,0.511859,0.686922,0.453103,1.186953,1.115812,0.382398
6443,0.000000,0.583900,0.264835,0.791779,1.091538,0.415493,0.259475,0.596437,1.302851,0.753350,0.576515
6444,0.000000,0.792598,0.605067,0.493428,0.936945,0.893684,0.302930,0.421034,1.127409,0.797591,0.440744
6445,0.000000,0.479405,0.724096,0.370519,0.408605,0.779088,0.217097,0.615713,1.333838,0.945763,0.367647
6446,0.000000,0.852125,0.641175,0.327946,0.309928,1.019668,0.563071,0.713189,0.942405,0.882594,0.392673
6447,0.000000,0.635851,0.677919,0.361351,0.162708,0.578227,0.602515,0.347251,0.968686,0.763944,0.413206
6448,0.000000,0.610440,0.791597,0.560055,0.138495,0.866649,0.333890,0.491703,0.523740,0.561175,0.336930
6449,0.000000,1.067992,0.848293,0.584677,0.181662,0.692246,0.562639,0.769285,0.526216,0.430791,0.273723
6450,0.000000,0.480935,0.377215,0.358818,0.220080,0.518666,0.447043,0.719979,0.660640,0.352568,0.441064
6451,0.000000,0.588186,0.352624,0.428286,0.140772,0.539014,0.368888,0.501168,0.535685,0.165816,0.202374
6452,0.000000,0.676411,0.554739,0.309999,0.173821,0.570412,0.491286,0.447358,0.231585,0.206110,0.296943
6453,0.000000,0.303160,0.521635,0.302664,0.215313,0.402094,0.326119,0.300369,0.315922,0.166523,0.190508
6454,0.000000,0.439829,0.534021,0.415261,0.181798,0.747623,0.332400,0.206450,0.595358,0.229609,0.141332
6455,0.000000,0.374422,0.574203,0.346342,0.204202,0.364610,0.339748,0.167052,0.404050,0.221376,0.256116
6456,0.000000,0.354908,0.288184,0.373195,0.287947,0.334016,0.233038,0.281699,0.473455,0.229574,0.145849
6457,0.000000,0.271619,0.264271,0.337633,0.311707,0.254508,0.274843,0.220739,0.481602,0.254976,0.095620
6458,0.000000,0.286474,0.196203,0.338854,0.171852,0.231605,0.216405,0.169898,0.340453,0.201160,0.101900
6459,0.000000,0.238090,0.231344,0.284359,0.153569,0.285894,0.155661,0.129136,0.279474,0.243638,0.136938
6460,0.000000,0.230301,0.254820,0.272971,0.138607,0.306024,0.190216,0.211516,0.481322,0.275456,0.125906
6461,0.000000,0.163743,0.126449,0.155343,0.122443,0.436014,0.155062,0.153074,0.470122,0.198127,0.077430
6462,0.000000,0.367405,0.122024,0.149227,0.159128,0.209335,0.155156,0.160368,0.482585,0.194123,0.102476
6463,0.000000,0.358277,0.128531,0.220474,0.171510,0.321987,0.288483,0.164804,0.532975,0.286024,0.113429
6464,0.000000,0.197371,0.153823,0.401934,0.097556,0.126547,0.301179,0.195716,0.410423,0.135642,0.145545
6465,0.000000,0.562757,0.099606,0.334889,0.201057,0.178933,0.394542,0.195257,0.491990,0.153611,0.125583
6466,0.000000,0.252905,0.069580,0.269299,0.179857,0.190318,0.282875,0.255729,0.265490,0.192436,0.099389
6467,0.000000,0.399384,0.086851,0.270228,0.155805,0.144144,0.263026,0.140292,0.462393,0.109199,0.112411
6468,0.000000,0.265224,0.084284,0.189245,0.214452,0.140672,0.393517,0.137931,0.358620,0.188000,0.067373
6469,0.000000,0.112647,0.156006,0.186870,0.213498,0.208180,0.154084,0.241733,0.156440,0.227031,0.068003
6470,0.000000,0.107377,0.178521,0.321480,0.243933,0.208493,0.126542,0.266842,0.207640,0.195027,0.060677
6471,0.000000,0.113306,0.092527,0.354982,0.131146,0.413706,0.115721,0.269241,0.147655,0.153377,0.070129
6472,0.000000,0.087723,0.136525,0.223378,0.263352,0.281473,0.174472,0.185512,0.159605,0.123163,0.077315
6473,0.000000,0.071384,0.103247,0.298655,0.173569,0.556695,0.184719,0.192090,0.179970,0.152178,0.037681
6474,0.000000,0.062977,0.143723,0.423893,0.193647,0.367233,0.110184,0.256640,0.271164,0.190692,0.053195
6475,0.000000,0.118684,0.235951,0.399250,0.323865,0.320130,0.109699,0.225658,0.209151,0.113356,0.055427
6476,0.000000,0.127858,0.127935,0.372877,0.342494,0.433744,0.223899,0.197380,0.204498,0.173920,0.071721
6477,0.000000,0.173387,0.172291,0.246817,0.145976,0.633666,0.112323,0.175809,0.189861,0.283855,0.130841
6478,0.000000,0.175017,0.124375,0.179843,0.227898,0.661493,0.108497,0.392016,0.235257,0.211812,0.188985
6479,0.000000,0.227024,0.125472,0.323941,0.480788,0.515983,0.194181,0.278463,0.295475,0.224583,0.131945
6480,0.000000,0.207215,0.166387,0.391769,0.408780,0.530096,0.112650,0.107465,0.365431,0.491215,0.050924
6481,0.000000,0.115832,0.177712,0.298625,0.424629,0.201290,0.117725,0.229682,0.267511,0.366355,0.119237
6482,0.000000,0.132404,0.203124,0.347892,0.426682,0.284150,0.206953,0.369451,0.232153,0.400124,0.087212
6483,0.000000,0.233911,0.208906,0.403582,0.593493,0.265599,0.166986,0.327448,0.245877,0.401821,0.095961
6484,0.000000,0.158273,0.267655,0.547872,0.462474,0.187016,0.220598,0.604190,0.230185,0.450031,0.129175
6485,0.000000,0.156161,0.247916,0.316263,0.455662,0.449961,0.229732,0.618652,0.240749,0.355731,0.117152
6486,0.000000,0.136588,0.251845,0.502347,0.324681,0.411501,0.240988,0.451417,0.320605,0.596236,0.138179
6487,0.000000,0.239938,0.370180,0.381587,0.413143,0.620483,0.187542,0.206574,0.713828,0.672618,0.241984
6488,0.000000,0.315217,0.405427,0.356815,0.421272,0.282757,0.247168,0.490000,0.348719,0.916026,0.312838
6489,0.000000,0.340602,0.325833,0.749160,0.495965,0.243084,0.343624,0.261741,0.292329,0.727425,0.300671
6490,0.000000,0.623986,0.328533,0.541033,0.288818,0.320832,0.272309,0.458387,0.299825,0.664354,0.186776
6491,0.000000,0.279233,0.325430,0.463175,0.388621,0.417445,0.281736,0.350884,0.319420,0.501574,0.187668
6492,0.000000,0.459007,0.502567,0.584497,0.466371,0.369591,0.536860,0.438266,0.429759,1.008713,0.103969
6493,0.000000,0.424659,0.431537,0.788948,0.616609,0.522893,0.366332,0.438680,0.390655,0.668072,0.202707
6494,0.000000,0.336218,0.466619,0.400929,0.218819,0.453641,0.288214,0.692487,0.430586,0.479319,0.252959
6495,0.000000,0.521989,0.329858,0.656847,0.352065,0.604063,0.591139,0.843697,0.389852,0.607003,0.186366
6496,0.000000,0.393048,0.520796,0.527235,0.243551,0.292692,0.409950,0.595949,0.399795,0.495226,0.125388
6497,0.000000,0.445300,0.525114,0.699804,0.291926,0.422867,0.429712,0.472296,0.728565,0.632190,0.271988
6498,0.000000,0.521022,0.608133,0.801269,0.362296,0.496757,0.486744,0.553686,0.538104,0.752997,0.213641
6499,0.000000,0.473995,0.261653,0.829604,0.267273,0.513956,0.610083,0.727834,1.295076,0.365595,0.262061
6500,0.000000,0.814095,0.310221,1.306208,0.356144,0.663280,0.860942,0.542826,0.828969,0.428852,0.148873
6501,0.000000,0.779132,0.331454,0.886075,0.156079,0.557528,0.491771,0.818713,0.959918,0.334457,0.255553
6502,0.000000,0.959262,0.317215,0.933200,0.221785,0.739459,0.861994,0.578078,1.016824,0.251493,0.182535
6503,0.000000,0.656336,0.296120,0.996870,0.365435,1.031670,0.669120,0.990537,0.827961,0.492593,0.222835
6504,0.000000,0.646223,0.471073,0.972487,0.390459,0.714045,0.766218,1.511062,0.749991,0.346932,0.279827
6505,0.000000,0.629907,0.551289,0.617484,0.364728,0.869381,0.597624,1.025458,1.006042,0.353482,0.293237
6506,0.000000,0.462171,0.460919,0.690034,0.292183,1.129420,0.755137,0.484949,0.919702,0.290575,0.515100
6507,0.000000,0.453402,0.394902,0.655856,0.333776,0.857562,0.808138,0.669525,0.872693,0.507980,0.266513
6508,0.000000,0.397866,0.482136,0.957879,0.298638,1.159532,1.131425,0.525232,1.238158,0.674164,0.251349
6509,0.000000,0.543490,0.372579,0.514715,0.285885,0.694416,1.048827,0.520877,0.784500,0.558685,0.286534
6510,0.000000,0.794451,0.720997,1.094004,0.415941,0.664013,0.524561,0.600041,1.532314,1.030061,0.186804
6511,0.000000,0.863194,0.279573,0.621453,0.247471,0.935866,0.804598,0.625634,1.238662,1.077850,0.173188
6512,0.000000,0.548215,0.499945,1.200480,0.363402,0.913426,0.830954,1.002373,1.227366,0.795111,0.225144
6513,0.000000,0.649162,0.323617,1.444004,0.173334,0.589413,0.559953,0.580054,0.924566,0.768169,0.188874
6514,0.000000,0.570257,0.392398,1.338448,0.222409,1.175756,1.424170,1.138737,0.701977,1.330818,0.208894
6515,0.000000,0.664531,0.508754,0.855536,0.383200,1.107096,0.731233,0.767549,0.930201,1.142039,0.184302
6516,0.000000,0.411234,0.365895,0.764373,0.399824,1.014924,0.734943,0.572238,0.854313,1.819021,0.150958
6517,0.000000,0.602493,0.402574,0.523669,0.476889,0.722197,1.211113,1.080086,0.483135,0.891322,0.172629
6518,0.000000,0.737200,0.403332,0.953454,0.665110,0.711918,0.924874,0.976158,0.802001,0.870293,0.174590
6519,0.000000,1.229137,0.379726,0.910752,0.701115,0.397329,1.987308,1.396617,0.613350,0.896505,0.227069
6520,0.000000,1.358660,0.585476,1.522594,0.397916,0.380851,1.040804,1.062415,0.925864,0.534776,0.157704
6521,0.000000,0.916072,0.531122,1.458824,0.493205,0.643073,1.319414,1.058974,0.911320,0.468436,0.229561
6522,0.000000,0.651538,0.403151,1.354974,0.536914,0.819906,1.036536,1.155020,0.712944,0.601037,0.233117
6523,0.000000,0.795487,0.467495,1.234389,0.518583,0.558688,1.191047,0.552706,0.951174,0.436562,0.248077
6524,0.000000,1.139680,0.571007,1.838922,1.114002,0.709233,0.801523,0.560362,1.145884,0.488163,0.111971
6525,0.000000,0.461823,0.648809,1.285910,0.610046,0.683440,0.988894,0.515522,0.792263,0.512233,0.166216
6526,0.000000,0.717111,0.756335,1.383366,0.670352,1.123874,0.882624,0.435640,0.988064,0.548157,0.132079
6527,0.000000,0.654195,0.473289,0.957302,0.580551,1.082917,0.735362,0.469605,0.415887,0.534290,0.174418
6528,0.000000,0.550541,0.698216,0.717356,0.684274,0.643005,0.535154,0.509123,0.725962,0.823630,0.215135
6529,0.000000,0.584803,0.600087,1.123466,0.811119,0.837565,0.773010,0.687745,0.489998,0.315886,0.249054
6530,0.000000,0.658287,0.362928,1.517992,1.236999,0.636467,0.741563,0.608105,0.566360,0.700422,0.200285
6531,0.000000,0.720016,0.486469,0.889667,0.485855,0.361793,0.840306,0.466057,0.706057,0.353039,0.198120
6532,0.000000,0.907786,0.405294,0.851403,1.139737,0.365343,0.735510,0.402918,0.725965,0.545714,0.255364
6533,0.000000,0.952786,0.804306,0.947113,1.056678,0.502249,0.746914,0.388046,0.693307,0.487094,0.149744
6534,0.000000,0.830905,0.824674,0.457856,0.706276,0.483486,0.805245,0.432449,1.234365,0.527348,0.205062
6535,0.000000,0.830275,1.020689,0.953539,0.621301,0.491547,0.770465,0.361376,0.967652,0.685314,0.189126
6536,0.000000,0.704803,0.557965,0.789162,1.119409,0.740799,0.597521,0.459406,0.666124,0.895691,0.285328
6537,0.000000,0.690198,0.528508,0.857935,0.568504,0.609531,0.867546,0.494535,0.915618,0.624643,0.245971
6538,0.000000,1.742703,0.536402,1.302578,0.919356,0.923872,0.377336,0.418349,0.800747,0.979555,0.306812
6539,0.000000,0.643129,0.682129,0.949109,1.135692,0.614551,0.625566,0.672205,0.914630,1.214075,0.241840
6540,0.000000,0.563375,0.311744,0.746886,0.459567,0.599082,0.517995,0.530113,1.215867,0.847296,0.414321
6541,0.000000,0.762383,0.257672,0.553086,0.684249,0.523544,0.645005,0.477584,1.377685,0.808435,0.479896
6542,0.000000,0.559286,0.453330,0.468843,0.565346,0.449704,0.269483,0.646821,0.833496,0.981035,0.434220
6543,0.000000,0.492289,0.327004,0.552125,0.408978,0.581205,0.387044,0.412638,1.357901,1.240419,0.532776
6544,0.000000,0.495382,0.275910,0.287255,0.489065,0.412671,0.343616,0.507726,2.166310,0.512882,0.406885
6545,0.000000,0.464331,0.464836,0.323649,0.141499,0.376124,0.644168,0.372114,1.120014,0.414373,0.342720
6546,0.000000,0.580161,0.636204,0.468113,0.098095,0.370304,0.557448,0.970313,1.053308,0.764666,0.413757
6547,0.000000,0.668380,0.438390,0.358366,0.136808,0.577356,0.479304,0.587666,0.623517,0.725239,0.276463
6548,0.000000,0.790076,0.597283,0.452755,0.134643,0.614523,0.476654,0.736656,0.713531,0.364420,0.237436
6549,0.000000,0.491518,0.317050,0.338150,0.127342,0.481151,0.345713,0.542634,0.339495,0.202326,0.308138
6550,0.000000,0.434467,0.384279,0.345988,0.088799,0.458868,0.388795,0.328333,0.372787,0.334068,0.307441
6551,0.000000,0.399708,0.288649,0.379929,0.109356,0.439218,0.379463,0.295315,0.237272,0.183103,0.200843
6552,0.000000,0.511605,0.525023,0.297618,0.109008,0.482869,0.379196,0.189536,0.506014,0.175418,0.188578
6553,0.000000,0.398015,0.383766,0.424695,0.197260,0.329104,0.176717,0.179405,0.509614,0.298098,0.163584
6554,0.000000,0.329431,0.276753,0.590826,0.121771,0.369396,0.127003,0.186071,0.284769,0.323348,0.099564
6555,0.000000,0.302847,0.238366,0.542679,0.193605,0.397217,0.167608,0.191843,0.718342,0.240158,0.167635
6556,0.000000,0.249322,0.175888,0.342771,0.174663,0.377275,0.154296,0.163484,0.319548,0.269609,0.114857
6557,0.000000,0.263905,0.124994,0.353586,0.230628,0.209792,0.198936,0.185144,0.262673,0.347753,0.163013
6558,0.000000,0.315977,0.161898,0.276710,0.187731,0.158456,0.255513,0.147712,0.372536,0.278288,0.171390
6559,0.000000,0.204830,0.184920,0.391587,0.225660,0.198724,0.134669,0.177669,0.490776,0.253581,0.118398
6560,0.000000,0.272782,0.124288,0.183517,0.131638,0.183067,0.248289,0.141908,0.601317,0.314904,0.121030
6561,0.000000,0.201242,0.126144,0.229058,0.132644,0.386171,0.447999,0.236694,0.371145,0.206070,0.147558
6562,0.000000,0.288592,0.093642,0.281062,0.111760,0.175950,0.365019,0.155542,0.428740,0.312343,0.111236
6563,0.000000,0.281254,0.138111,0.338317,0.240212,0.139256,0.201649,0.151396,0.337105,0.183175,0.136351
6564,0.000000,0.465356,0.079695,0.304114,0.097049,0.096974,0.329447,0.213584,0.310343,0.312516,0.092238
6565,0.000000,0.286952,0.065084,0.232903,0.105148,0.111449,0.283755,0.219989,0.251406,0.182949,0.096091
6566,0.000000,0.505145,0.089264,0.309582,0.208642,0.145795,0.204691,0.223476,0.188209,0.095896,0.070890
6567,0.000000,0.134194,0.191462,0.133002,0.220375,0.155326,0.090386,0.218433,0.182386,0.143253,0.100261
6568,0.000000,0.128222,0.099166,0.238714,0.111996,0.141989,0.114865,0.220405,0.284153,0.193370,0.082627
6569,0.000000,0.151559,0.088104,0.199565,0.205628,0.254741,0.115901,0.330061,0.214403,0.140837,0.062886
6570,0.000000,0.097358,0.059382,0.243825,0.124905,0.423414,0.078266,0.216163,0.220287,0.152399,0.073079
6571,0.000000,0.147617,0.162350,0.273618,0.247065,0.279222,0.246745,0.303353,0.280823,0.170166,0.068204
6572,0.000000,0.113826,0.209161,0.355255,0.228038,0.315387,0.150909,0.170719,0.273987,0.161902,0.063062
6573,0.000000,0.155207,0.115585,0.464387,0.188421,0.287098,0.126805,0.150204,0.291696,0.269804,0.049026
6574,0.000000,0.171242,0.134124,0.331303,0.151014,0.323182,0.132108,0.190887,0.324005,0.337625,0.077431
6575,0.000000,0.101390,0.112544,0.309078,0.198586,0.540097,0.118970,0.262214,0.389127,0.394530,0.118279
6576,0.000000,0.184237,0.147238,0.167539,0.433868,0.661297,0.171317,0.314165,0.235202,0.413229,0.107876
6577,0.000000,0.135217,0.152929,0.139594,0.585684,0.650383,0.177826,0.218123,0.159196,0.372257,0.105297
6578,0.000000,0.267380,0.132366,0.339294,0.294174,0.494459,0.204245,0.164506,0.259199,0.486119,0.066183
6579,0.000000,0.227909,0.172259,0.345338,0.555720,0.428432,0.093448,0.226076,0.227770,0.401724,0.101245
6580,0.000000,0.203656,0.216853,0.275099,0.714403,0.388472,0.199506,0.201943,0.237103,0.444088,0.077322
6581,0.000000,0.101594,0.294536,0.495828,0.303832,0.202902,0.215148,0.370513,0.252724,0.300616,0.100122
6582,0.000000,0.166726,0.378969,0.465487,0.598070,0.164601,0.167172,0.434642,0.203858,0.471175,0.113669
6583,0.000000,0.180278,0.218836,0.370876,0.515092,0.156896,0.177167,0.485949,0.238421,0.776394,0.149458
6584,0.000000,0.259930,0.271863,0.360706,0.559942,0.235323,0.191780,0.369687,0.437893,0.303126,0.134806
6585,0.000000,0.305741,0.322935,0.532048,0.317459,0.153286,0.286433,0.246474,0.419027,0.461561,0.195297
6586,0.000000,0.286819,0.418945,0.424338,0.417044,0.372685,0.307346,0.378784,0.410780,0.644189,0.147463
6587,0.000000,0.639457,0.220477,0.550717,0.348797,0.226497,0.163357,0.386375,0.533213,0.501785,0.171628
6588,0.000000,0.364588,0.241016,0.616781,0.521083,0.265767,0.230643,0.318709,0.342807,0.820297,0.199610
6589,0.000000,0.510661,0.271094,0.647374,0.560230,0.244346,0.410796,0.200863,0.641713,0.521183,0.203822
6590,0.000000,0.539863,0.503706,0.621017,0.502723,0.330271,0.468137,0.429774,0.728337,0.959821,0.275226
6591,0.000000,0.479091,0.360504,0.397555,0.209559,0.291001,0.374435,0.377889,0.420059,0.733623,0.214754
6592,0.000000,0.647141,0.421018,0.633375,0.318943,0.290700,0.228945,0.528664,0.382050,0.768710,0.136808
6593,0.000000,0.346688,0.267080,1.071977,0.359512,0.485341,0.318703,0.559076,0.819465,0.795493,0.176795
6594,0.000000,0.341698,0.485721,0.984226,0.415222,0.541176,0.644024,0.353432,0.535387,0.521466,0.223376
6595,0.000000,0.422079,0.394841,0.754161,0.361507,0.463043,0.381241,0.506224,0.835625,0.812117,0.192831
6596,0.000000,0.600021,0.404264,0.741578,0.341078,0.565665,0.497062,0.693444,0.601926,0.689658,0.107885
6597,0.000000,0.362401,0.248951,1.130478,0.215668,0.353975,0.621339,0.297401,0.827071,0.512548,0.154048
6598,0.000000,0.654583,0.312886,1.474020,0.337364,0.375296,0.651051,0.600483,0.669871,0.373805,0.149249
6599,0.000000,0.633663,0.306728,1.047417,0.216937,0.550824,1.139461,0.423367,0.634272,0.348268,0.189769
6600,0.000000,0.630069,0.302927,1.290341,0.255079,0.990037,0.561880,0.402333,0.818309,0.539499,0.373985
6601,0.000000,0.559943,0.353641,1.057151,0.405146,0.570571,0.576730,0.687931,0.796356,0.516873,0.166682
6602,0.000000,0.579066,0.424711,1.064710,0.359567,0.585920,0.502216,0.878369,1.054643,0.455843,0.196126
6603,0.000000,0.664118,0.425055,0.749184,0.321776,0.822432,0.656618,0.674011,1.714346,0.276530,0.346305
6604,0.000000,0.393329,0.494321,0.660668,0.395169,0.788951,0.655647,0.343891,1.365412,0.527631,0.243192
6605,0.000000,0.439156,0.378815,0.991741,0.446350,0.708299,1.006291,0.567311,1.345607,0.447431,0.211151
6606,0.000000,0.678827,0.382709,1.078524,0.509893,0.799809,0.799386,0.455076,0.974677,0.441117,0.222716
6607,0.000000,0.681448,0.362565,0.880353,0.317755,0.591965,0.814927,0.491169,1.330914,0.672053,0.453724
6608,0.000000,0.517546,0.345520,0.837228,0.312209,0.839445,0.585360,0.538208,0.870923,0.563639,0.232744
6609,0.000000,0.589817,0.408496,0.718316,0.319799,1.200448,0.623501,0.494904,0.911696,0.491356,0.266182
6610,0.000000,0.350471,0.397973,0.824392,0.283489,1.421120,0.539517,0.862011,0.655769,0.398467,0.250530
6611,0.000000,0.852884,0.837762,1.127413,0.386015,0.709931,0.763300,0.623859,1.157688,0.690823,0.159647
6612,0.000000,0.434783,0.383752,1.119935,0.261531,0.756830,0.647485,0.654861,0.995886,0.993631,0.100635
6613,0.000000,0.477128,0.480395,1.252832,0.779147,0.976426,0.608851,0.717620,1.494144,0.758141,0.107714
6614,0.000000,0.528109,0.273608,0.777302,0.719917,0.900343,0.723827,0.723981,0.743729,0.623035,0.162413
6615,0.000000,0.733527,0.301816,1.285881,0.685847,1.034652,0.627750,1.413244,0.625070,0.436537,0.164129
6616,0.000000,0.513828,0.448061,0.943404,0.774178,0.677884,1.013007,0.716282,0.608119,0.802793,0.178218
6617,0.000000,1.016413,0.392362,1.102147,0.846111,0.532161,2.288842,0.942255,0.739267,0.544244,0.226437
6618,0.000000,0.930563,0.389848,1.458302,0.560206,0.771742,1.405740,1.387560,0.877155,0.691751,0.134878
6619,0.000000,0.947291,0.673923,1.590650,0.297075,0.442771,1.692465,0.903970,1.235638,0.482592,0.201512
6620,0.000000,0.919676,1.091166,1.120037,0.409070,0.414351,1.209468,1.138301,1.243624,0.487855,0.249793
6621,0.000000,0.851882,1.228526,1.652805,0.747514,0.586514,0.788802,0.480283,1.233780,0.497744,0.120075
6622,0.000000,0.682436,0.780769,1.702599,0.713399,0.988466,0.701563,0.949693,0.630361,0.597626,0.167642
6623,0.000000,0.297288,0.687276,1.335534,0.862747,0.601777,0.981188,0.497463,0.484241,0.525307,0.172752
6624,0.000000,0.450416,0.722419,1.434822,0.527077,0.911907,0.882227,0.614246,0.714004,0.521959,0.252983
6625,0.000000,0.285039,0.578227,1.103997,0.511899,0.725490,0.569155,0.806736,0.510327,0.423406,0.150763
6626,0.000000,0.459514,0.420083,1.357849,0.720270,0.952960,0.661434,0.475092,0.703934,0.451685,0.308116
6627,0.000000,0.362326,0.493947,0.860596,0.846151,0.445254,0.501388,0.774895,0.834066,0.341022,0.173610
6628,0.000000,0.885991,0.415931,0.812034,0.720239,0.574393,0.724049,0.458225,0.587755,0.302366,0.177999
6629,0.000000,0.619198,0.289966,0.719064,0.613905,0.492846,0.506915,0.311064,0.690856,0.320112,0.117412
6630,0.000000,1.055272,0.360642,1.087727,0.629827,0.281141,0.564535,0.400571,0.587505,0.449894,0.202969
6631,0.000000,0.693005,0.756891,0.628032,0.835703,0.516415,0.544439,0.427111,1.020620,0.436925,0.244234
6632,0.000000,0.716809,0.647282,0.854149,0.527470,0.675411,0.623225,0.468231,0.799892,0.744142,0.167792
6633,0.000000,1.052263,1.042493,0.616712,0.724443,0.602145,0.602154,0.329210,0.930936,0.443136,0.170637
6634,0.000000,0.749391,0.660854,0.833312,0.713706,0.763504,0.731191,0.386063,0.545757,0.946328,0.192072
6635,0.000000,0.504730,0.493287,0.945415,0.557998,0.635351,1.392400,0.378976,0.599919,0.639528,0.332913
6636,0.000000,0.792396,0.796419,0.802609,0.914469,0.601921,0.863929,0.305029,0.690034,0.421489,0.286330
6637,0.000000,1.253322,0.404918,0.645568,1.015007,0.416896,0.405056,0.379235,0.811820,1.036051,0.289335
6638,0.000000,0.600144,0.365867,0.695621,0.932956,0.419525,0.338297,0.530350,0.835703,1.372438,0.278817
6639,0.000000,0.725399,0.400914,0.463992,0.455105,0.541794,0.497358,0.485663,1.001170,1.009871,0.464364
6640,0.000000,0.602660,0.170146,0.450170,0.556804,0.624532,0.245724,0.323176,1.252775,0.991833,0.581481
6641,0.000000,0.634726,0.442070,0.379494,0.338863,0.759801,0.750770,0.641723,1.131054,0.865438,0.390138
6642,0.000000,0.417310,0.507829,0.604304,0.262215,0.496539,0.262381,0.497718,0.788826,0.679868,0.344443
6643,0.000000,0.548672,0.620880,0.287811,0.204797,0.390975,0.509864,0.427001,0.858228,0.638686,0.244531
6644,0.000000,0.429463,0.408333,0.385039,0.143986,0.332780,0.432888,0.763527,0.951766,0.593868,0.422578
6645,0.000000,0.389421,0.550575,0.442507,0.199272,0.398679,0.446036,0.503161,0.596374,0.328279,0.301297
6646,0.000000,0.478454,0.433861,0.575950,0.126648,0.443672,0.613368,0.564063,0.837956,0.301886,0.170160
6647,0.000000,0.414490,0.565278,0.305791,0.199948,0.830440,0.346463,0.589707,0.360851,0.232805,0.260083
6648,0.000000,0.374761,0.271075,0.396739,0.147344,0.317789,0.257220,0.278864,0.440898,0.214701,0.152936
6649,0.000000,0.291260,0.330902,0.378909,0.187793,0.425477,0.318296,0.292044,0.386460,0.171534,0.188546
6650,0.000000,0.400361,0.452377,0.324094,0.201622,0.307920,0.229300,0.200667,0.369757,0.175308,0.148104
6651,0.000000,0.292083,0.382720,0.265749,0.153810,0.261479,0.382004,0.143056,0.512465,0.252805,0.168063
6652,0.000000,0.382952,0.215775,0.381230,0.165839,0.454303,0.224462,0.111740,0.347232,0.407164,0.119913
6653,0.000000,0.235611,0.397302,0.358785,0.167893,0.280198,0.213677,0.120503,0.333569,0.282250,0.096382
6654,0.000000,0.274533,0.200065,0.338560,0.128134,0.281819,0.202326,0.109256,0.228982,0.355925,0.080957
6655,0.000000,0.237083,0.103495,0.582908,0.155257,0.328136,0.215336,0.179758,0.473676,0.250445,0.105241
6656,0.000000,0.181320,0.151770,0.287180,0.111527,0.124345,0.297175,0.199483,0.437607,0.147886,0.129958
6657,0.000000,0.255788,0.138363,0.256017,0.177011,0.177497,0.219613,0.251043,0.360678,0.151247,0.143271
