Site_ID,Period,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10
1801,0.000000,0.362592,0.282647,0.193404,0.129433,0.088579,0.201784,0.304721,0.100433,0.259465,0.145271
1802,0.000000,0.226431,0.201087,0.121578,0.135971,0.188784,0.272721,0.174974,0.221371,0.171845,0.136608
1803,0.000000,0.253651,0.418378,0.181623,0.135596,0.176867,0.257274,0.183754,0.187809,0.139052,0.191962
1804,0.000000,0.239461,0.309538,0.103303,0.126053,0.294348,0.293529,0.233179,0.151530,0.198267,0.094835
1805,0.000000,0.242739,0.356335,0.113538,0.079829,0.217194,0.247477,0.206236,0.119524,0.093858,0.142276
1806,0.000000,0.181215,0.166859,0.103248,0.073760,0.195728,0.148620,0.198642,0.147697,0.176133,0.135092
1807,0.000000,0.243882,0.265740,0.122807,0.063495,0.186452,0.233373,0.183043,0.148486,0.126751,0.142886
1808,0.000000,0.280865,0.209342,0.153999,0.085795,0.146071,0.152460,0.160550,0.231809,0.130554,0.153556
1809,0.000000,0.174406,0.311431,0.110167,0.189145,0.160220,0.277056,0.219847,0.305806,0.191095,0.138689
1810,0.000000,0.216832,0.300318,0.227064,0.115890,0.106282,0.152816,0.171894,0.184732,0.153811,0.185063
1811,0.000000,0.108715,0.159436,0.264366,0.199379,0.161155,0.257662,0.153583,0.291837,0.289259,0.112800
1812,0.000000,0.199755,0.216077,0.215719,0.098449,0.177551,0.171155,0.136055,0.255802,0.143109,0.231319
1813,0.000000,0.344468,0.171543,0.157380,0.109323,0.203093,0.167645,0.219495,0.186393,0.167400,0.154336
1814,0.000000,0.146705,0.219258,0.237036,0.161104,0.095508,0.207734,0.170506,0.157828,0.160193,0.118696
1815,0.000000,0.324310,0.191685,0.181042,0.224853,0.140446,0.134052,0.241405,0.098374,0.265919,0.212142
1816,0.000000,0.175776,0.414139,0.231228,0.195155,0.317673,0.131038,0.205711,0.243734,0.139239,0.112047
1817,0.000000,0.191115,0.463802,0.208826,0.241655,0.166617,0.174100,0.242133,0.125910,0.123969,0.123021
1818,0.000000,0.186245,0.345338,0.174398,0.176303,0.154473,0.234843,0.229382,0.158607,0.080735,0.113173
1819,0.000000,0.120081,0.531219,0.256000,0.091508,0.201971,0.096577,0.164192,0.316906,0.064104,0.110992
1820,0.000000,0.291653,0.296198,0.284166,0.255739,0.206607,0.154172,0.235676,0.224550,0.106515,0.072240
1821,0.000000,0.120322,0.281457,0.317670,0.150452,0.316947,0.161310,0.191937,0.204511,0.085589,0.137849
1822,0.000000,0.257498,0.192921,0.313525,0.169346,0.150363,0.180046,0.188569,0.253951,0.110286,0.121532
1823,0.000000,0.292399,0.117656,0.288853,0.096319,0.167905,0.109036,0.175215,0.308700,0.079688,0.136195
1824,0.000000,0.361079,0.203099,0.318504,0.126967,0.245770,0.220958,0.127484,0.246222,0.103071,0.097206
1825,0.000000,0.470014,0.096216,0.194902,0.086221,0.446363,0.267905,0.158000,0.446004,0.122960,0.069335
1826,0.000000,0.330198,0.100377,0.235743,0.123497,0.229211,0.154169,0.155147,0.331563,0.090717,0.122294
1827,0.000000,0.347847,0.102640,0.167347,0.207435,0.279494,0.198400,0.139396,0.185089,0.110024,0.138644
1828,0.000000,0.390293,0.136973,0.271277,0.135093,0.212108,0.313288,0.136751,0.136264,0.203460,0.090101
1829,0.000000,0.364144,0.224735,0.398510,0.109700,0.306121,0.180952,0.108281,0.215702,0.092476,0.143903
1830,0.000000,0.187919,0.200462,0.285392,0.070930,0.310619,0.138680,0.097120,0.418593,0.118737,0.107121
1831,0.000000,0.300938,0.228524,0.287304,0.117490,0.350913,0.170347,0.089805,0.222069,0.153040,0.050504
1832,0.000000,0.352539,0.191073,0.265722,0.110436,0.446298,0.130814,0.195937,0.226933,0.147274,0.036189
1833,0.000000,0.149952,0.260253,0.348282,0.103613,0.155969,0.156196,0.212254,0.150700,0.173057,0.050199
1834,0.000000,0.210499,0.222647,0.317633,0.096732,0.331289,0.144306,0.122676,0.154371,0.338396,0.063121
1835,0.000000,0.227556,0.303608,0.305689,0.121153,0.218134,0.109197,0.148123,0.189479,0.137422,0.049561
1836,0.000000,0.146603,0.246454,0.376645,0.100938,0.122232,0.148885,0.139577,0.174539,0.176408,0.064609
1837,0.000000,0.114314,0.181882,0.282939,0.099565,0.194097,0.176092,0.149041,0.140247,0.250692,0.033791
1838,0.000000,0.121417,0.178691,0.374207,0.225571,0.224254,0.192482,0.160714,0.139995,0.172424,0.092650
1839,0.000000,0.105774,0.105267,0.458168,0.144926,0.235921,0.089508,0.099961,0.223348,0.159916,0.092919
1840,0.000000,0.184297,0.157115,0.393282,0.138926,0.237910,0.106565,0.217625,0.138954,0.142856,0.111376
1841,0.000000,0.138117,0.129628,0.250445,0.080585,0.210736,0.104849,0.240651,0.228659,0.125342,0.068003
1842,0.000000,0.121582,0.122655,0.254569,0.079261,0.216243,0.063628,0.162867,0.180430,0.219125,0.038998
1843,0.000000,0.096938,0.166239,0.261131,0.124034,0.199256,0.122975,0.171290,0.373925,0.155634,0.054974
1844,0.000000,0.232921,0.293040,0.376939,0.075547,0.274057,0.122895,0.136811,0.214135,0.292863,0.081134
1845,0.000000,0.218588,0.295148,0.360956,0.113342,0.350260,0.153552,0.150156,0.195096,0.204790,0.082319
1846,0.000000,0.252437,0.229678,0.416695,0.077364,0.279696,0.164537,0.177971,0.271039,0.116092,0.031901
1847,0.000000,0.246023,0.216660,0.546291,0.098721,0.413042,0.148658,0.096401,0.299732,0.141486,0.053302
1848,0.000000,0.211101,0.224321,0.474000,0.133780,0.187721,0.106152,0.093652,0.201843,0.154294,0.057028
1849,0.000000,0.143170,0.152767,0.591643,0.141590,0.470251,0.200523,0.141812,0.302603,0.138358,0.084119
1850,0.000000,0.143390,0.170950,0.421368,0.098571,0.338912,0.141070,0.098191,0.162415,0.248052,0.057347
1851,0.000000,0.115306,0.098080,0.558589,0.083999,0.208558,0.113247,0.047399,0.244681,0.138052,0.044281
1852,0.000000,0.151559,0.238240,0.378006,0.065859,0.156598,0.106030,0.081477,0.342348,0.098476,0.046601
1853,0.000000,0.110916,0.289422,0.376470,0.086981,0.138359,0.053859,0.073152,0.170078,0.093575,0.053631
1854,0.000000,0.160223,0.204215,0.457107,0.086168,0.134651,0.068394,0.091967,0.149595,0.050577,0.045405
1855,0.000000,0.125226,0.261284,0.483075,0.187890,0.204037,0.072308,0.132624,0.232900,0.091674,0.063243
1856,0.000000,0.113495,0.116555,0.238037,0.142298,0.129026,0.069715,0.092927,0.155371,0.082094,0.039401
1857,0.000000,0.115155,0.086712,0.333270,0.137960,0.124348,0.068834,0.078552,0.125068,0.113488,0.101835
1858,0.000000,0.118015,0.079837,0.434580,0.106229,0.114366,0.117408,0.077320,0.134935,0.078651,0.072552
1859,0.000000,0.130699,0.073199,0.213512,0.077498,0.076884,0.059191,0.067239,0.137468,0.131437,0.076941
1860,0.000000,0.201550,0.077309,0.207875,0.205394,0.070296,0.055169,0.072137,0.073440,0.037702,0.072949
1861,0.000000,0.164219,0.058910,0.289218,0.129679,0.076756,0.076105,0.053404,0.130718,0.067914,0.072101
1862,0.000000,0.133941,0.111973,0.195563,0.162224,0.098966,0.040714,0.048323,0.144982,0.089115,0.080991
1863,0.000000,0.128973,0.075961,0.030922,0.082040,0.158547,0.077658,0.177874,0.092209,0.124923,0.025947
1864,0.000000,0.148623,0.084300,0.092622,0.079331,0.161489,0.089663,0.171609,0.066633,0.074069,0.055190
1865,0.000000,0.158214,0.088839,0.077561,0.059226,0.168071,0.126200,0.199894,0.069082,0.086534,0.040027
1866,0.000000,0.089422,0.077915,0.121149,0.034547,0.218809,0.139653,0.175272,0.070802,0.064049,0.049127
1867,0.000000,0.114225,0.130048,0.086627,0.061168,0.206137,0.161017,0.277625,0.061994,0.069118,0.069196
1868,0.000000,0.128658,0.126932,0.085307,0.065936,0.257119,0.135087,0.163041,0.097773,0.103873,0.065841
1869,0.000000,0.108719,0.070408,0.150134,0.085762,0.219558,0.123491,0.269858,0.126496,0.098130,0.048991
1870,0.000000,0.125351,0.076255,0.072419,0.091096,0.124832,0.171337,0.193925,0.142873,0.073324,0.084605
1871,0.000000,0.189830,0.163822,0.095273,0.050651,0.133381,0.166154,0.156375,0.160268,0.105855,0.082564
1872,0.000000,0.092370,0.105462,0.088925,0.046353,0.093736,0.104795,0.284565,0.272517,0.116005,0.103751
1873,0.000000,0.119492,0.062216,0.084588,0.050643,0.151207,0.215499,0.189423,0.135221,0.080260,0.080546
1874,0.000000,0.104292,0.080793,0.111999,0.054913,0.147832,0.202668,0.155095,0.162239,0.118916,0.091877
1875,0.000000,0.075830,0.100148,0.102451,0.110630,0.143235,0.123414,0.207949,0.116472,0.093560,0.093994
1876,0.000000,0.135731,0.102927,0.076331,0.046211,0.106351,0.095981,0.283430,0.178549,0.150893,0.067487
1877,0.000000,0.136959,0.099972,0.084628,0.088186,0.144564,0.137991,0.299732,0.075545,0.118529,0.099219
1878,0.000000,0.080223,0.092508,0.112821,0.152535,0.199213,0.127069,0.293179,0.109233,0.111448,0.056376
1879,0.000000,0.142394,0.148485,0.119123,0.194257,0.180353,0.103599,0.257164,0.229126,0.140325,0.063258
1880,0.000000,0.086756,0.174393,0.080820,0.199863,0.199801,0.204558,0.223091,0.136385,0.161376,0.062066
1881,0.000000,0.076929,0.187965,0.142398,0.170684,0.244990,0.066056,0.174648,0.185038,0.213178,0.052937
1882,0.000000,0.086925,0.101514,0.146871,0.154683,0.205445,0.127079,0.178423,0.242806,0.192923,0.081876
1883,0.000000,0.082651,0.080374,0.210029,0.145164,0.253731,0.112540,0.114534,0.158368,0.185841,0.092752
1884,0.000000,0.088819,0.117513,0.164958,0.085730,0.152118,0.187112,0.154998,0.162877,0.103740,0.129660
1885,0.000000,0.068798,0.149675,0.195576,0.135243,0.239004,0.120396,0.099892,0.115647,0.133171,0.130933
1886,0.000000,0.114850,0.121433,0.246938,0.153705,0.138178,0.219530,0.124395,0.139595,0.112870,0.128336
1887,0.000000,0.071777,0.192912,0.154703,0.148456,0.216499,0.174943,0.067995,0.122495,0.150497,0.128610
1888,0.000000,0.137535,0.109968,0.126348,0.170269,0.251804,0.140297,0.087215,0.240879,0.167905,0.253654
1889,0.000000,0.093039,0.191577,0.138989,0.063960,0.132316,0.144254,0.055047,0.253129,0.074196,0.154674
1890,0.000000,0.109370,0.130300,0.125334,0.111680,0.219235,0.151388,0.127408,0.198297,0.232226,0.202489
1891,0.000000,0.169361,0.228984,0.112524,0.069366,0.200877,0.122805,0.060206,0.163671,0.176377,0.164449
1892,0.000000,0.140559,0.262464,0.127351,0.101211,0.167760,0.221049,0.099734,0.158233,0.284239,0.190682
1893,0.000000,0.190626,0.476476,0.116252,0.084757,0.221910,0.171622,0.171978,0.159418,0.212334,0.133081
1894,0.000000,0.148318,0.234138,0.107556,0.094524,0.100577,0.195031,0.101202,0.202869,0.266401,0.168802
1895,0.000000,0.252296,0.304041,0.091888,0.066362,0.064471,0.165176,0.112894,0.172418,0.201796,0.108437
1896,0.000000,0.171433,0.381863,0.118518,0.152146,0.092498,0.167044,0.139925,0.125986,0.189096,0.204091
1897,0.000000,0.225091,0.504961,0.086599,0.094544,0.076479,0.219941,0.140589,0.143339,0.190187,0.132327
1898,0.000000,0.210888,0.332899,0.174787,0.083937,0.106173,0.211831,0.205411,0.076116,0.220885,0.176804
1899,0.000000,0.231444,0.384062,0.143912,0.122382,0.108833,0.271950,0.219190,0.174990,0.280515,0.195554
1900,0.000000,0.153092,0.326210,0.166120,0.156589,0.154264,0.251087,0.319671,0.256807,0.198162,0.208930
1901,0.000000,0.157319,0.366130,0.136016,0.159092,0.135057,0.238004,0.301370,0.207034,0.107525,0.164214
1902,0.000000,0.242083,0.208580,0.121066,0.131233,0.172327,0.213187,0.196813,0.113390,0.162320,0.089302
1903,0.000000,0.212944,0.225534,0.104580,0.155153,0.282641,0.262844,0.203036,0.119113,0.108861,0.116236
1904,0.000000,0.216759,0.299355,0.113697,0.098749,0.190449,0.167420,0.218691,0.098952,0.136973,0.070327
1905,0.000000,0.221874,0.426497,0.217719,0.078167,0.217929,0.100182,0.156349,0.132453,0.156553,0.092804
1906,0.000000,0.208721,0.318139,0.214607,0.109072,0.139894,0.137089,0.183115,0.196318,0.149606,0.207677
1907,0.000000,0.199137,0.298468,0.175877,0.105069,0.161201,0.198325,0.108685,0.226394,0.145327,0.139482
1908,0.000000,0.264057,0.299616,0.156084,0.139157,0.175132,0.163262,0.207331,0.212574,0.139787,0.243144
1909,0.000000,0.131519,0.308196,0.218005,0.141596,0.125083,0.255068,0.114994,0.274666,0.206773,0.277870
1910,0.000000,0.164179,0.165655,0.244353,0.094520,0.161662,0.135160,0.113086,0.345680,0.096415,0.098993
1911,0.000000,0.181902,0.215080,0.245118,0.106171,0.219284,0.184365,0.357923,0.200919,0.141184,0.117245
1912,0.000000,0.103553,0.387852,0.242688,0.151465,0.177685,0.131644,0.173790,0.104905,0.136854,0.171440
1913,0.000000,0.154466,0.340111,0.287795,0.181021,0.240746,0.086624,0.224242,0.113243,0.121424,0.189646
1914,0.000000,0.174251,0.380618,0.265145,0.157481,0.148355,0.106546,0.153854,0.164206,0.163356,0.125710
1915,0.000000,0.209549,0.527515,0.269274,0.167046,0.121914,0.099704,0.233004,0.182074,0.130996,0.175038
1916,0.000000,0.209292,0.293835,0.289286,0.133088,0.274276,0.181673,0.243641,0.320253,0.081895,0.090176
1917,0.000000,0.210620,0.319035,0.242082,0.126070,0.226240,0.145441,0.278278,0.150793,0.057541,0.100700
1918,0.000000,0.256849,0.406546,0.175886,0.171351,0.211275,0.148400,0.155860,0.167568,0.077088,0.111648
1919,0.000000,0.226969,0.309931,0.226770,0.132989,0.281797,0.226920,0.180743,0.190980,0.067361,0.144159
1920,0.000000,0.330450,0.315913,0.338636,0.140392,0.155040,0.124937,0.177563,0.302060,0.066756,0.155924
1921,0.000000,0.323326,0.175138,0.450012,0.126273,0.224152,0.120051,0.171858,0.332108,0.087008,0.117062
1922,0.000000,0.313577,0.141768,0.302014,0.102615,0.209771,0.244027,0.210987,0.198115,0.090584,0.111833
1923,0.000000,0.381032,0.228332,0.330697,0.151888,0.334470,0.212312,0.258793,0.213261,0.113405,0.115591
1924,0.000000,0.532440,0.119093,0.272182,0.161670,0.183759,0.105251,0.158214,0.329977,0.113678,0.136810
1925,0.000000,0.328973,0.164707,0.163339,0.144955,0.400065,0.244447,0.148296,0.129163,0.109033,0.063191
1926,0.000000,0.238258,0.121877,0.246426,0.120617,0.294095,0.236479,0.120991,0.245573,0.170773,0.105944
1927,0.000000,0.343059,0.260792,0.309701,0.082619,0.244876,0.310001,0.179445,0.215403,0.116158,0.078983
1928,0.000000,0.320135,0.355442,0.216318,0.100748,0.300964,0.209566,0.111588,0.242179,0.168915,0.068743
1929,0.000000,0.318327,0.365103,0.181624,0.102624,0.338531,0.120419,0.137608,0.140636,0.123990,0.056018
1930,0.000000,0.235565,0.277289,0.207484,0.092280,0.481841,0.147701,0.191843,0.180639,0.145241,0.068796
1931,0.000000,0.260630,0.302429,0.233746,0.186723,0.289950,0.138410,0.182825,0.174342,0.118240,0.073889
1932,0.000000,0.203478,0.286766,0.259146,0.122376,0.259575,0.173393,0.182091,0.209327,0.148673,0.068154
1933,0.000000,0.129172,0.222996,0.667813,0.077000,0.188372,0.137987,0.140469,0.121392,0.187804,0.054953
1934,0.000000,0.098936,0.397312,0.607488,0.068795,0.262174,0.125191,0.108740,0.156092,0.188059,0.073242
1935,0.000000,0.133996,0.295569,0.386486,0.132623,0.276889,0.119114,0.285724,0.115575,0.174467,0.070151
1936,0.000000,0.092732,0.162055,0.352101,0.210158,0.162724,0.159200,0.185319,0.135550,0.178161,0.068780
1937,0.000000,0.086343,0.150857,0.470697,0.135103,0.276332,0.179298,0.166709,0.128635,0.315903,0.150528
1938,0.000000,0.114659,0.191026,0.280119,0.193015,0.274844,0.272411,0.187687,0.199564,0.111373,0.072346
1939,0.000000,0.104084,0.157721,0.291774,0.120280,0.190930,0.182745,0.128144,0.284509,0.249702,0.055869
1940,0.000000,0.144116,0.098632,0.147901,0.123931,0.248924,0.106923,0.205142,0.225409,0.216129,0.109165
1941,0.000000,0.144393,0.164066,0.236548,0.159564,0.155716,0.079149,0.194990,0.214475,0.231904,0.058731
1942,0.000000,0.126787,0.220495,0.318620,0.150792,0.272937,0.302710,0.209687,0.229158,0.180289,0.073810
1943,0.000000,0.167602,0.207330,0.444479,0.148986,0.216515,0.123786,0.195404,0.192346,0.143979,0.082484
1944,0.000000,0.329611,0.226934,0.386253,0.103123,0.172834,0.083254,0.175693,0.255041,0.159076,0.071589
1945,0.000000,0.138849,0.224208,0.535210,0.104937,0.214959,0.099917,0.110127,0.188835,0.131545,0.066365
1946,0.000000,0.156648,0.387600,0.540524,0.143153,0.385768,0.151007,0.090631,0.209877,0.248889,0.064231
1947,0.000000,0.158018,0.305620,0.352646,0.090611,0.337667,0.103826,0.120102,0.289836,0.160873,0.050011
1948,0.000000,0.080783,0.153155,0.391803,0.106875,0.264560,0.191639,0.082894,0.312496,0.165097,0.062191
1949,0.000000,0.116811,0.194396,0.304307,0.097750,0.227454,0.085100,0.077245,0.276367,0.129850,0.079777
1950,0.000000,0.157816,0.133014,0.329878,0.161483,0.169169,0.115555,0.124622,0.345313,0.116496,0.087064
1951,0.000000,0.105582,0.168094,0.265352,0.095811,0.168807,0.086493,0.093391,0.234704,0.085567,0.055158
1952,0.000000,0.142916,0.132420,0.170582,0.091804,0.278120,0.076029,0.110906,0.185445,0.085757,0.069360
1953,0.000000,0.117030,0.152242,0.492788,0.093088,0.164492,0.091297,0.113693,0.141953,0.058076,0.046984
1954,0.000000,0.116752,0.097015,0.371093,0.193711,0.097141,0.103080,0.107214,0.183365,0.077509,0.052089
1955,0.000000,0.083017,0.096168,0.355367,0.183215,0.078206,0.075227,0.095577,0.116066,0.080810,0.076764
1956,0.000000,0.130289,0.101140,0.356993,0.141637,0.065635,0.062311,0.074280,0.140685,0.178284,0.040904
1957,0.000000,0.126766,0.065659,0.267205,0.099996,0.062833,0.055031,0.104236,0.162041,0.143067,0.110291
1958,0.000000,0.229157,0.112652,0.248149,0.117790,0.089627,0.060305,0.073418,0.091129,0.080449,0.086515
1959,0.000000,0.192144,0.078269,0.318508,0.140398,0.081418,0.042866,0.057127,0.187738,0.065368,0.065432
1960,0.000000,0.128996,0.083118,0.205758,0.109695,0.111012,0.040172,0.082558,0.186690,0.078143,0.056951
1961,0.000000,0.108112,0.082834,0.041159,0.165771,0.183219,0.100896,0.256740,0.119981,0.192547,0.074529
1962,0.000000,0.147426,0.086079,0.070680,0.144597,0.163439,0.163183,0.190374,0.076582,0.059929,0.045760
1963,0.000000,0.151775,0.094096,0.046934,0.130656,0.124297,0.207209,0.298812,0.100489,0.088087,0.056385
1964,0.000000,0.162484,0.064027,0.080276,0.089072,0.228964,0.190957,0.432100,0.080165,0.103759,0.037372
1965,0.000000,0.106222,0.089353,0.068513,0.055504,0.233316,0.139997,0.255619,0.056304,0.087297,0.057048
1966,0.000000,0.093060,0.105461,0.080118,0.126029,0.295204,0.141040,0.140113,0.086978,0.101577,0.053214
1967,0.000000,0.114059,0.069343,0.071231,0.090909,0.228106,0.141203,0.183508,0.072176,0.108464,0.110405
1968,0.000000,0.151381,0.096537,0.061852,0.116347,0.135135,0.185823,0.171094,0.134068,0.168240,0.046090
1969,0.000000,0.142721,0.169096,0.051205,0.075302,0.135524,0.167852,0.166378,0.186611,0.107086,0.048927
1970,0.000000,0.158888,0.104527,0.062346,0.111308,0.138262,0.271166,0.188284,0.187811,0.106515,0.065132
1971,0.000000,0.085498,0.060941,0.066394,0.071232,0.087336,0.213055,0.204312,0.175019,0.094905,0.088217
1972,0.000000,0.146098,0.109044,0.172091,0.051087,0.124094,0.191372,0.252870,0.101396,0.143887,0.065159
1973,0.000000,0.103704,0.073856,0.094768,0.104872,0.150236,0.182648,0.314471,0.112776,0.122201,0.083319
1974,0.000000,0.118521,0.167947,0.139372,0.066761,0.155006,0.140804,0.231722,0.133923,0.113860,0.060484
1975,0.000000,0.079479,0.071036,0.129292,0.117864,0.153481,0.131743,0.218760,0.151995,0.128061,0.082979
1976,0.000000,0.066841,0.119080,0.123401,0.088732,0.194054,0.154386,0.218199,0.185842,0.144169,0.069632
1977,0.000000,0.188079,0.099102,0.124723,0.134919,0.226772,0.111782,0.190614,0.179021,0.221711,0.077443
1978,0.000000,0.094081,0.140122,0.071364,0.122205,0.215604,0.247785,0.202543,0.190912,0.153886,0.076924
1979,0.000000,0.073525,0.159464,0.141652,0.125262,0.162256,0.100190,0.162526,0.247114,0.242490,0.086040
1980,0.000000,0.129090,0.122076,0.131635,0.224968,0.134530,0.165331,0.118588,0.240851,0.162886,0.068437
1981,0.000000,0.106702,0.113798,0.227970,0.136567,0.128058,0.259670,0.177670,0.158965,0.158834,0.033311
1982,0.000000,0.098173,0.144361,0.212584,0.128761,0.137768,0.194412,0.115422,0.177170,0.226875,0.082012
1983,0.000000,0.050931,0.109843,0.172609,0.106097,0.136343,0.210322,0.145998,0.147928,0.132973,0.128659
1984,0.000000,0.097609,0.108442,0.228499,0.088630,0.113473,0.165345,0.071613,0.217872,0.139133,0.072170
1985,0.000000,0.065430,0.121916,0.219843,0.123517,0.237364,0.087547,0.141554,0.124769,0.163439,0.071771
1986,0.000000,0.108755,0.193514,0.159958,0.121030,0.233656,0.134947,0.164264,0.232014,0.100926,0.159802
1987,0.000000,0.073211,0.235601,0.197315,0.118634,0.249739,0.171574,0.106024,0.211849,0.099192,0.215603
1988,0.000000,0.241533,0.186938,0.112360,0.121068,0.124532,0.121617,0.110808,0.201432,0.272550,0.153215
1989,0.000000,0.138581,0.209216,0.117760,0.075359,0.174727,0.140428,0.161470,0.148169,0.252051,0.159582
1990,0.000000,0.121041,0.333573,0.168611,0.066490,0.146952,0.131434,0.096939,0.140760,0.243385,0.160582
1991,0.000000,0.204866,0.284829,0.139354,0.098315,0.153802,0.225238,0.187294,0.162890,0.329150,0.170034
1992,0.000000,0.176044,0.409854,0.089121,0.073222,0.120804,0.212389,0.174989,0.131314,0.127193,0.160325
1993,0.000000,0.159187,0.437411,0.100910,0.126377,0.135774,0.188485,0.111627,0.170760,0.215510,0.297179
1994,0.000000,0.235398,0.482677,0.106980,0.140191,0.133420,0.112593,0.239572,0.170329,0.251648,0.166841
1995,0.000000,0.217394,0.249181,0.155178,0.107497,0.096990,0.199042,0.146193,0.164092,0.288571,0.174220
1996,0.000000,0.317400,0.272753,0.128206,0.098366,0.111235,0.183982,0.138964,0.128356,0.260850,0.194010
1997,0.000000,0.221133,0.278357,0.071955,0.120625,0.099108,0.336501,0.221119,0.142204,0.275426,0.143233
1998,0.000000,0.106237,0.277975,0.091058,0.171583,0.097733,0.371323,0.234302,0.187508,0.176075,0.193329
1999,0.000000,0.113277,0.359876,0.125179,0.141219,0.161090,0.320897,0.181837,0.168736,0.198502,0.154691
2000,0.000000,0.205820,0.315977,0.116345,0.127866,0.162658,0.344374,0.176018,0.147866,0.127095,0.133445
2001,0.000000,0.189916,0.296334,0.100308,0.084245,0.164697,0.208188,0.308162,0.168659,0.166371,0.178207
2002,0.000000,0.124375,0.407282,0.129643,0.124029,0.098183,0.259435,0.302844,0.203637,0.209565,0.041282
2003,0.000000,0.163974,0.247921,0.136033,0.126517,0.220404,0.211089,0.160962,0.215216,0.176614,0.145391
2004,0.000000,0.178950,0.292656,0.163599,0.092364,0.187180,0.111493,0.239135,0.310197,0.147471,0.110398
2005,0.000000,0.128719,0.369939,0.150862,0.251323,0.234774,0.194491,0.127715,0.299691,0.153403,0.150247
2006,0.000000,0.146122,0.392676,0.230572,0.097277,0.212356,0.173460,0.167873,0.232709,0.215627,0.253163
2007,0.000000,0.131948,0.216305,0.281920,0.120169,0.211328,0.172849,0.189857,0.177858,0.119563,0.158016
2008,0.000000,0.139340,0.205167,0.215048,0.145875,0.184173,0.235319,0.225151,0.164275,0.241627,0.130592
2009,0.000000,0.120081,0.271111,0.253040,0.116975,0.257518,0.240021,0.299846,0.202531,0.118393,0.290974
2010,0.000000,0.156922,0.307852,0.319374,0.112912,0.302833,0.133552,0.330830,0.250780,0.122373,0.191705
2011,0.000000,0.203657,0.344320,0.212878,0.121369,0.207139,0.144247,0.233945,0.151480,0.096851,0.119465
2012,0.000000,0.231917,0.385305,0.235117,0.158487,0.206150,0.188042,0.349562,0.196636,0.096054,0.138118
2013,0.000000,0.240091,0.709646,0.343941,0.153924,0.151564,0.107064,0.251707,0.153224,0.206152,0.079348
2014,0.000000,0.225188,0.372598,0.251522,0.187664,0.250386,0.294863,0.201228,0.283288,0.072001,0.142956
2015,0.000000,0.182457,0.286773,0.215788,0.219527,0.242177,0.187596,0.182813,0.220670,0.087026,0.100410
2016,0.000000,0.233867,0.492288,0.362337,0.193512,0.163451,0.247099,0.129742,0.223135,0.092580,0.114818
2017,0.000000,0.217509,0.454431,0.306231,0.183238,0.240859,0.288296,0.122224,0.211458,0.076642,0.095242
2018,0.000000,0.272629,0.314313,0.333126,0.158046,0.185730,0.339654,0.175163,0.298997,0.091122,0.177755
2019,0.000000,0.390368,0.342947,0.388572,0.150293,0.122761,0.180927,0.137535,0.194939,0.089628,0.144233
2020,0.000000,0.269487,0.268744,0.189796,0.189639,0.196634,0.146233,0.188804,0.238063,0.094742,0.144831
2021,0.000000,0.332761,0.201257,0.320802,0.126414,0.181617,0.192898,0.230496,0.249417,0.153798,0.124035
2022,0.000000,0.274624,0.175754,0.286814,0.140110,0.109715,0.236763,0.177927,0.240950,0.226259,0.112129
2023,0.000000,0.366804,0.165501,0.316211,0.211201,0.224156,0.314506,0.147271,0.219625,0.212487,0.129752
2024,0.000000,0.377225,0.232058,0.244609,0.101002,0.274972,0.320086,0.163066,0.221139,0.224161,0.088792
2025,0.000000,0.246239,0.253228,0.167203,0.075612,0.178629,0.221783,0.102606,0.139772,0.092862,0.090747
2026,0.000000,0.190450,0.216292,0.219040,0.097268,0.417777,0.320206,0.144646,0.201277,0.132279,0.081786
2027,0.000000,0.230954,0.185820,0.277432,0.146805,0.486593,0.200382,0.125197,0.188604,0.216407,0.070649
2028,0.000000,0.172993,0.213258,0.269021,0.182669,0.356958,0.234524,0.144019,0.173560,0.181317,0.078339
2029,0.000000,0.170220,0.272670,0.410415,0.129418,0.439556,0.142801,0.181591,0.169756,0.141556,0.086094
2030,0.000000,0.263644,0.233976,0.407128,0.203981,0.367015,0.194129,0.230242,0.116385,0.210362,0.084632
2031,0.000000,0.185270,0.216865,0.285673,0.116927,0.208806,0.139127,0.149159,0.124914,0.105282,0.061979
2032,0.000000,0.124368,0.269379,0.410014,0.139897,0.171087,0.169399,0.268976,0.165305,0.266742,0.049491
2033,0.000000,0.154415,0.241695,0.654828,0.103482,0.148110,0.118806,0.153169,0.109567,0.186347,0.043681
2034,0.000000,0.115903,0.169878,0.394264,0.151031,0.236376,0.123414,0.126773,0.255359,0.156378,0.084469
2035,0.000000,0.109613,0.297868,0.402283,0.180647,0.169691,0.116095,0.162694,0.154063,0.294318,0.118201
2036,0.000000,0.154439,0.168037,0.497517,0.106042,0.245300,0.187928,0.271614,0.235420,0.371088,0.081755
2037,0.000000,0.212638,0.250066,0.362314,0.125166,0.174680,0.179550,0.193823,0.221095,0.200890,0.182353
2038,0.000000,0.199526,0.210371,0.527535,0.157315,0.186392,0.171765,0.156854,0.231548,0.131605,0.077317
2039,0.000000,0.154802,0.220599,0.154954,0.121671,0.203408,0.171955,0.248791,0.231190,0.186957,0.119905
2040,0.000000,0.215605,0.139563,0.321623,0.139369,0.334369,0.128287,0.348304,0.282631,0.292968,0.075244
