Site_ID,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10
106,0.017199,0.016721,0.034687,0.018112,0.145752,0.010044,0.075102,0.090973,0.030315,0.024676
107,0.019156,0.029275,0.028207,0.009348,0.089286,0.012357,0.024629,0.069199,0.033146,0.021425
108,0.011708,0.026772,0.027025,0.010088,0.087489,0.008905,0.032477,0.053927,0.042559,0.019706
109,0.023276,0.022817,0.035431,0.013942,0.059309,0.008982,0.019395,0.107023,0.045668,0.019761
110,0.026229,0.025135,0.040113,0.005679,0.035412,0.006628,0.020688,0.042192,0.043467,0.018548
111,0.029187,0.024611,0.029824,0.012218,0.094058,0.007235,0.041282,0.053194,0.088420,0.030023
112,0.012466,0.024097,0.060552,0.007345,0.090278,0.011882,0.030937,0.088263,0.100484,0.022079
113,0.015690,0.022758,0.025606,0.004659,0.075218,0.017019,0.047671,0.048846,0.088157,0.017153
114,0.010193,0.024522,0.050140,0.006214,0.078150,0.013456,0.038781,0.048751,0.131549,0.015655
115,0.016507,0.014124,0.058746,0.008265,0.084906,0.027933,0.055316,0.101424,0.113955,0.016433
116,0.015760,0.018250,0.047288,0.005861,0.100226,0.016137,0.045264,0.050429,0.051120,0.013696
117,0.015449,0.013601,0.050900,0.003850,0.104761,0.018628,0.102205,0.058429,0.048549,0.020095
118,0.025790,0.017346,0.043594,0.005346,0.092418,0.017037,0.046043,0.048066,0.030150,0.016464
119,0.033666,0.021688,0.025678,0.004649,0.066143,0.017420,0.045993,0.031288,0.062370,0.010981
120,0.024028,0.053184,0.021893,0.012667,0.104154,0.012651,0.033340,0.035974,0.073684,0.012309
121,0.020828,0.019688,0.044087,0.012299,0.115023,0.007786,0.026684,0.041834,0.056581,0.012949
122,0.020199,0.016039,0.034633,0.006869,0.090410,0.006361,0.032645,0.043224,0.071231,0.015451
123,0.020244,0.025050,0.021688,0.019193,0.162294,0.009335,0.016254,0.057774,0.062961,0.013508
124,0.030945,0.028913,0.016353,0.018354,0.057779,0.020139,0.009568,0.046202,0.052138,0.014709
125,0.035831,0.038292,0.017049,0.012888,0.066612,0.018406,0.028072,0.057842,0.040645,0.006762
126,0.014271,0.028241,0.014631,0.014403,0.058155,0.026108,0.019977,0.046819,0.036706,0.013399
127,0.018694,0.025699,0.019821,0.007600,0.066179,0.014528,0.023509,0.024173,0.067187,0.013930
128,0.035133,0.021290,0.020838,0.010171,0.053832,0.009583,0.018825,0.030771,0.052314,0.017434
129,0.027258,0.038524,0.020191,0.009460,0.036629,0.012419,0.024237,0.030105,0.036946,0.019233
130,0.041623,0.045411,0.017711,0.008934,0.069308,0.034901,0.031311,0.025300,0.041863,0.026058
131,0.034491,0.058007,0.018700,0.010680,0.130195,0.024939,0.027808,0.018034,0.037841,0.030090
132,0.042319,0.053531,0.017734,0.005345,0.098466,0.033045,0.017652,0.038676,0.022125,0.022016
133,0.028390,0.040605,0.029368,0.006550,0.112690,0.032922,0.021096,0.029563,0.023238,0.019065
134,0.030442,0.019712,0.053056,0.009421,0.103609,0.025626,0.029569,0.017390,0.037479,0.012034
135,0.024722,0.020847,0.030279,0.010376,0.102015,0.039548,0.025005,0.024687,0.064646,0.015137
136,0.032418,0.023911,0.024748,0.011267,0.111315,0.035073,0.017878,0.034966,0.037622,0.017773
137,0.014784,0.038175,0.029096,0.018024,0.069328,0.023182,0.019257,0.019159,0.024789,0.015860
138,0.019918,0.030127,0.030791,0.019860,0.076874,0.026433,0.019486,0.042831,0.032011,0.011232
139,0.024986,0.035818,0.062714,0.020253,0.073100,0.044073,0.027918,0.028668,0.033220,0.010765
140,0.024877,0.023616,0.041692,0.018141,0.114854,0.029665,0.025964,0.034644,0.023023,0.009203
141,0.012214,0.007003,0.059249,0.017577,0.059198,0.032755,0.035483,0.025083,0.061928,0.015377
142,0.022923,0.009006,0.024008,0.022949,0.046973,0.038268,0.047518,0.045077,0.033278,0.019124
143,0.018863,0.008491,0.028326,0.028439,0.033588,0.043175,0.029501,0.049084,0.023813,0.021279
144,0.016407,0.008968,0.051896,0.025386,0.109337,0.032452,0.030062,0.061086,0.029497,0.022008
145,0.015189,0.010113,0.040762,0.025184,0.051510,0.027014,0.024566,0.093571,0.049556,0.035912
146,0.012981,0.011251,0.062137,0.016944,0.046702,0.052394,0.040659,0.047572,0.053003,0.021301
147,0.018205,0.012610,0.033974,0.018284,0.041141,0.020829,0.022314,0.067672,0.032051,0.017305
148,0.015962,0.010414,0.013500,0.028851,0.035640,0.009168,0.025697,0.093609,0.025108,0.029774
149,0.021353,0.011028,0.024042,0.030338,0.063995,0.022194,0.033388,0.070432,0.029888,0.021784
150,0.019470,0.026892,0.022076,0.040429,0.042173,0.013602,0.030892,0.039681,0.050084,0.023635
151,0.014444,0.011703,0.024194,0.055921,0.092291,0.017355,0.030706,0.048794,0.031288,0.026211
152,0.011844,0.014786,0.018866,0.022150,0.029250,0.036285,0.016905,0.036796,0.035288,0.032026
153,0.017725,0.023110,0.021628,0.027135,0.043968,0.034190,0.024431,0.039469,0.043552,0.018784
154,0.014521,0.012812,0.021140,0.022289,0.062786,0.038983,0.025340,0.013295,0.056613,0.020626
155,0.007012,0.045225,0.021381,0.008122,0.075121,0.026420,0.019641,0.017080,0.037225,0.013063
156,0.013496,0.024829,0.018653,0.017426,0.058978,0.037166,0.010175,0.034819,0.047605,0.025778
157,0.016393,0.032796,0.022274,0.032028,0.083308,0.038360,0.017290,0.065784,0.039317,0.027649
158,0.009813,0.047823,0.013512,0.027940,0.087227,0.032904,0.017530,0.050288,0.067683,0.037137
159,0.023804,0.030604,0.022779,0.014375,0.102626,0.025897,0.009692,0.053711,0.039497,0.041501
160,0.015045,0.039747,0.024138,0.012672,0.082973,0.027243,0.016024,0.049274,0.056949,0.026925
161,0.016295,0.039870,0.014588,0.021107,0.079668,0.051990,0.012358,0.025396,0.037027,0.040767
162,0.008781,0.050913,0.039539,0.015473,0.045943,0.036323,0.008630,0.028521,0.036781,0.021196
163,0.014526,0.050128,0.044008,0.015786,0.040152,0.017392,0.008093,0.032931,0.027095,0.009386
164,0.024212,0.027087,0.027804,0.009803,0.041710,0.056629,0.031332,0.027852,0.022911,0.017245
165,0.016856,0.076085,0.019130,0.011561,0.106477,0.014878,0.017568,0.057415,0.010160,0.024324
166,0.009512,0.070537,0.059215,0.020392,0.110111,0.026086,0.025863,0.026705,0.022321,0.012151
167,0.037094,0.070588,0.057528,0.012196,0.081955,0.017794,0.020128,0.033024,0.021788,0.011917
168,0.014528,0.081105,0.051984,0.014237,0.116769,0.036983,0.023419,0.048991,0.036950,0.018428
